PUBID,gender,ENROLLSTAT_2009,CV_HH_SIZE_2009,CV_HIGHEST_DEGREE_2009,marital_status_2009,BIO_CHILD_HH_2009,URBAN-RURAL_2009,income_2009,health_2009,T_2009,y_2009,ENROLLSTAT_2010,CV_HH_SIZE_2010,CV_HIGHEST_DEGREE_2010,marital_status_2010,BIO_CHILD_HH_2010,URBAN-RURAL_2010,income_2010,health_2010,T_2010,y_2010,CVC_HOURS_WK_YR_ALL_2009,CVC_HOURS_WK_YR_ALL_2010
5102,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,0
5103,1,3,4,2,3,2,1,16000,2,6,7,3,5,2,3,3,1,35000,2,6,6,1820,2010
5104,2,4,4,2,2,1,0,3000,4,5,6,4,4,2,2,1,0,-4,3,3,7,240,0
5105,1,3,5,2,2,0,2,4000,4,6,6,9,5,2,2,0,0,-4,4,6,8,0,0
5106,1,10,1,2,6,-4,1,24000,3,1,4,4,2,2,8,0,1,-4,3,3,5,1400,1680
5107,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5108,1,4,7,2,8,2,1,24000,3,3,6,4,9,2,8,3,1,24000,1,3,6,2000,2080
5109,1,4,6,2,7,2,0,36000,3,4,6,4,6,2,7,2,0,-4,3,3,6,0,735
5110,1,4,2,2,1,-4,2,30000,1,6,7,4,4,2,1,-4,1,25000,2,6,8,2010,2080
5111,2,6,4,4,3,2,2,38000,3,6,8,11,4,4,3,2,1,48000,3,6,8,2080,2080
5112,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5113,2,3,3,2,4,2,0,7000,3,6,3,3,3,2,4,2,0,-2,4,4,4,1246,1792
5114,2,10,4,3,3,1,2,-2,1,4,7,10,4,3,3,1,0,2150,2,3,7,50,505
5115,2,10,2,2,1,-4,1,-4,3,6,6,4,2,2,1,-4,1,-4,2,6,7,0,1680
5116,1,2,1,1,2,0,0,56000,2,6,6,2,2,1,1,0,0,59820,1,6,6,3272,2912
5117,1,1,4,0,3,2,0,49760,2,3,5,1,4,0,3,2,0,49000,3,3,6,2974,2694
5118,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
5119,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5120,1,2,3,1,2,2,1,49379,2,4,5,2,3,1,2,1,1,51353,1,6,8,2600,600
5121,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5122,1,1,3,0,2,-4,2,-2,4,2,6,1,3,0,2,-4,0,-2,4,2,8,640,455
5123,2,3,3,2,2,2,1,25000,3,6,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1600,0
5124,1,3,4,2,2,-4,0,-4,1,3,8,3,5,2,2,-4,1,-4,1,6,6,0,312
5125,2,4,5,2,2,-4,0,-4,5,6,5,4,5,2,2,-4,1,8000,5,6,6,800,1123
5126,2,2,3,1,1,-4,1,9000,3,6,7,2,3,1,1,-4,1,18000,3,4,5,2410,780
5127,1,3,2,2,3,-4,2,48000,3,6,6,3,2,2,3,-4,0,60000,2,5,6,848,3472
5128,2,6,3,4,3,1,0,35000,2,6,8,6,4,4,3,2,0,43000,2,4,5,0,0
5129,2,3,4,2,3,2,1,-4,1,4,8,3,4,2,3,2,1,-4,1,6,7,0,0
5130,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5131,2,10,3,4,2,-4,0,12000,2,6,8,6,1,4,2,-4,1,1500,2,6,7,0,861
5132,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5133,1,5,2,3,3,-4,0,24000,2,3,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-4
5134,1,9,2,1,2,-4,1,40000,1,3,8,9,2,1,2,-4,1,27000,3,6,8,1020,2400
5135,1,4,3,2,3,-4,1,50000,2,3,6,4,2,2,3,-4,1,47800,2,3,6,3125,3120
5136,1,6,5,4,2,-4,1,29000,2,6,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2330
5137,2,4,3,2,3,1,0,-4,2,6,8,4,4,2,3,2,0,30000,2,6,6,970,2080
5138,2,9,4,2,4,1,2,-2,3,6,4,9,2,2,-3,1,2,-2,3,6,6,1276,1664
5139,1,4,3,2,3,1,1,70000,1,6,6,4,3,2,3,1,1,50000,1,6,7,0,0
5140,2,4,2,2,3,-4,1,-4,3,6,7,4,2,2,3,-4,1,45000,3,6,6,2610,2855
5141,2,4,4,2,1,1,1,-2,4,2,9,4,3,2,1,1,1,3200,3,3,6,720,418
5142,1,6,2,4,3,-4,1,6000,2,6,7,6,2,4,3,-4,1,25000,2,6,6,2152,2290
5143,2,11,4,4,3,-4,1,35000,2,4,8,7,3,5,6,-4,1,38000,2,6,8,3110,2860
5144,1,4,2,2,3,-4,1,55000,2,6,7,4,2,2,3,-4,1,70000,3,6,7,2484,2346
5145,1,3,3,2,2,-4,1,20000,4,4,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2080
5146,2,7,4,6,3,2,1,45000,1,6,6,7,4,6,3,2,1,48000,1,6,7,2130,2335
5147,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5148,1,10,2,4,3,-4,1,20000,2,4,6,6,2,4,3,-4,1,26000,2,6,5,2268,2447
5149,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,1,8,0,1,-4,1,1,7,0,0
5150,1,4,3,2,2,-4,1,35000,2,5,6,4,4,2,2,-4,1,47000,3,4,7,2540,2300
5151,2,6,2,4,3,-4,1,-2,3,4,6,6,2,4,3,-4,1,20000,2,6,7,1740,2430
5152,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5153,1,10,1,2,2,-4,1,24000,2,5,6,4,3,2,2,-4,1,23500,2,4,5,1520,2220
5154,2,4,5,2,7,2,0,15000,1,6,6,4,5,2,3,2,0,5500,1,6,7,0,0
5155,1,4,1,2,2,-4,0,16000,2,5,5,10,2,2,3,-4,0,54000,2,6,9,0,0
5156,1,4,4,2,3,2,2,45000,2,4,8,4,4,2,3,2,0,54000,1,4,8,-3,2080
5157,1,4,2,1,3,-4,0,20000,2,4,8,4,2,1,3,-4,1,12240,1,3,8,1560,1520
5158,2,5,2,3,3,-4,1,55000,1,3,7,5,2,3,3,-4,1,53000,1,5,8,1872,1872
5159,1,4,1,2,2,0,1,31000,2,6,5,4,4,2,2,0,1,20000,2,6,4,1120,2436
5160,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,1,2,2,-4,1,25000,4,5,6,2496,2496
5161,1,4,1,2,2,-4,1,-2,3,5,9,4,1,2,2,0,1,5000,3,6,8,2770,4220
5162,1,6,3,4,2,-4,1,16000,1,6,7,6,3,4,2,-4,1,46000,1,6,7,1930,2340
5163,2,6,3,4,4,1,1,-4,3,6,8,6,3,4,7,1,1,18000,3,6,7,1620,2080
5164,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4160,4160
5165,1,6,1,4,2,-4,1,65000,2,6,7,6,2,4,2,-4,1,65000,2,6,7,2600,2600
5166,1,4,3,2,1,-4,1,29000,2,6,7,4,3,2,1,-4,1,50000,3,6,7,2150,2437
5167,2,-3,4,-3,3,2,0,3500,2,6,7,-3,5,-3,4,2,0,-4,2,6,10,920,0
5170,1,4,2,2,2,-4,1,-4,2,6,7,4,2,2,2,-4,1,3000,3,6,6,2043,1008
5171,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5172,1,5,3,3,3,1,0,60000,2,3,8,5,4,3,3,2,0,57000,2,3,7,3512,5912
5173,2,3,5,2,3,2,0,-4,2,1,6,3,5,2,3,2,0,-4,2,3,8,0,0
5174,1,6,4,4,2,-4,1,45000,1,6,7,6,2,4,2,-4,1,53000,1,6,6,2340,2400
5175,2,6,2,4,2,-4,1,12000,3,4,8,6,2,4,1,-4,1,-2,3,4,7,1085,503
5176,2,10,3,2,2,-4,-4,10000,2,5,9,10,1,2,2,-4,-4,8000,2,6,8,840,2880
5177,2,10,2,1,1,-4,1,-2,2,4,5,10,1,1,2,-4,1,-2,3,6,5,876,1540
5178,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,4,4,3,2,1,50000,2,6,6,2600,2600
5179,2,6,4,4,3,2,0,20000,1,6,7,6,4,4,3,2,0,32000,2,6,7,2212,2044
5180,1,6,2,4,2,-4,1,68000,3,6,6,6,2,4,2,-4,1,18000,2,6,6,1740,3300
5181,1,6,2,4,3,-4,0,42000,1,6,6,11,2,4,3,-4,0,60000,1,6,5,2327,2284
5182,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5183,1,6,4,4,3,2,1,16000,3,6,7,6,4,4,3,2,1,30000,2,5,7,2080,1680
5184,1,5,1,3,2,-4,1,50000,1,6,7,5,1,3,2,-4,1,55000,1,6,6,2080,2080
5185,2,3,2,2,3,-4,1,12000,3,6,8,3,2,2,3,-4,1,12000,2,6,7,1848,1780
5186,2,6,4,4,2,-4,1,25000,3,6,7,6,4,4,2,-4,1,30000,2,6,6,845,2325
5187,2,6,3,4,3,1,1,-4,2,3,5,6,4,4,3,2,0,-4,2,3,7,0,0
5188,1,6,2,4,3,-4,1,30000,2,6,8,6,2,4,3,-4,1,30000,2,6,8,2224,2208
5189,2,5,5,3,3,3,1,17000,1,4,8,5,5,3,3,3,1,15000,1,3,7,590,561
5190,2,11,4,4,3,2,1,25000,1,6,6,11,4,4,3,2,1,32400,1,6,7,1560,1560
5191,1,3,2,2,7,-4,1,20000,2,6,7,10,2,2,7,-4,1,21000,2,6,6,1815,2310
5192,2,6,2,4,1,-4,1,45000,2,5,7,6,2,4,1,-4,1,47500,2,6,7,3100,2716
5193,2,11,2,4,2,-4,1,20000,2,6,8,11,2,4,3,-4,1,18000,1,6,8,1544,1336
5194,2,6,3,4,3,1,1,43000,2,6,8,6,3,4,3,1,1,20000,2,6,8,704,1040
5195,2,7,2,5,3,-4,1,48000,2,6,7,7,2,5,3,-4,1,55000,1,6,8,1916,1976
5196,2,4,2,2,1,-4,1,32000,2,6,7,4,2,2,1,-4,1,36000,2,6,6,2092,2184
5197,1,6,2,4,3,-4,1,39323,1,6,6,6,2,4,3,-4,1,39500,1,6,6,2280,2600
5198,2,6,2,4,1,-4,1,15000,1,6,8,6,2,4,3,-4,1,14000,1,6,8,2080,2080
5199,1,1,5,0,3,3,0,25000,3,2,6,1,5,0,3,3,0,32000,4,3,5,1720,1760
5200,2,-3,3,0,2,-4,0,-4,3,2,8,8,2,0,2,-4,0,-4,3,2,9,0,0
5201,1,2,2,1,1,-4,0,45000,2,6,8,2,3,1,7,-4,0,50000,1,6,6,2080,1960
5202,2,2,2,1,3,-4,1,29000,2,6,6,2,2,1,3,-4,1,29000,2,6,7,2080,2080
5203,2,6,2,4,2,-4,0,25000,1,6,7,6,2,4,1,-4,0,29000,1,6,6,2080,2080
5204,2,6,4,4,3,2,0,18000,2,4,6,6,4,4,3,2,0,20000,2,6,6,-3,2088
5205,2,6,1,4,2,-4,0,35000,2,5,7,10,4,4,1,-4,1,25000,3,5,8,2240,120
5206,2,6,3,4,3,1,0,32000,1,6,8,6,4,4,3,2,0,27000,1,6,7,2080,2080
5207,2,6,4,4,3,2,1,-4,1,5,8,6,4,4,3,2,1,560,2,3,7,80,20
5208,2,4,4,2,2,1,0,-4,2,3,7,4,4,2,2,1,0,8400,2,3,6,1092,1880
5209,1,9,3,2,2,-4,0,-2,2,5,8,5,3,3,2,-4,0,9000,3,4,8,1456,1424
5210,2,5,2,3,3,-4,1,31000,1,6,7,5,1,3,4,-4,1,32000,1,6,7,2094,2130
5211,1,2,2,1,2,-4,1,20000,1,1,7,2,2,1,2,-4,1,9876,1,1,6,2060,1820
5212,2,3,5,2,1,3,1,8000,3,2,5,3,4,2,2,3,1,7200,3,3,6,624,624
5213,1,4,2,2,3,-4,1,38000,3,3,6,4,2,2,3,-4,1,40000,3,6,7,2556,2408
5214,1,1,2,0,1,-4,0,6000,2,3,8,1,2,0,1,-4,1,8000,4,4,7,1560,1570
5215,2,3,4,2,7,2,1,16000,1,4,7,3,4,2,7,2,1,10000,2,6,6,1240,1000
5216,2,3,7,2,3,5,0,-4,2,5,8,3,8,2,3,5,0,-4,3,6,6,0,1034
5217,2,1,3,0,2,2,1,6500,4,6,7,1,4,0,1,2,1,-4,3,3,8,150,0
5218,1,3,3,2,1,1,0,30000,2,1,9,3,3,2,1,1,0,20000,3,3,8,2080,2080
5219,2,7,2,7,3,-4,1,121993,2,6,6,7,2,7,3,-4,1,195,1,6,4,3780,3735
5220,1,6,2,4,2,-4,0,44000,1,6,8,6,1,4,2,-4,0,50000,1,6,8,2340,2340
5221,2,4,3,2,3,1,0,14000,2,6,9,9,4,2,3,2,1,-2,2,6,8,1632,1752
5222,1,4,4,2,3,2,1,121993,2,6,8,4,4,2,3,2,1,130254,4,6,7,3631,3664
5223,1,6,1,4,2,-4,1,16000,2,3,7,6,1,4,2,-4,1,26000,2,3,7,2070,2080
5224,1,3,3,2,3,1,0,55000,2,3,8,3,4,2,3,2,0,60000,1,2,5,1560,1500
5225,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,1,1,-3,1,-2,2,3,7,1225,1165
5226,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,748
5227,2,3,4,2,2,2,1,24000,2,6,9,3,4,2,2,2,1,24000,2,6,9,2080,2080
5228,2,3,5,2,3,2,0,8000,1,3,8,3,5,2,3,3,0,10000,1,3,6,1188,957
5229,1,4,3,2,3,1,0,35000,3,6,8,4,3,2,3,1,0,38000,2,6,8,2460,2184
5230,2,4,2,2,1,-4,0,30000,2,3,7,4,3,2,1,1,0,30000,2,3,6,2295,1504
5231,1,4,4,2,3,1,1,45000,1,6,5,4,4,2,3,1,1,42000,1,6,5,2340,2340
5232,2,3,3,2,1,1,1,-2,2,1,6,3,3,2,1,1,1,-2,2,1,8,904,1560
5233,2,1,1,0,2,0,1,-2,1,3,8,1,2,0,2,0,1,-4,4,3,8,324,0
5234,1,9,2,2,2,-4,2,50000,3,6,8,9,2,2,2,-4,1,-4,3,6,7,0,0
5235,1,6,3,4,3,1,2,60000,2,6,7,6,4,4,3,1,0,65000,2,6,8,2273,2254
5236,2,7,2,5,8,-4,1,15000,3,6,7,11,2,5,8,-4,1,25000,3,6,8,2177,172
5237,2,10,2,2,1,-4,1,20000,4,6,7,6,3,4,1,-4,1,7000,4,6,7,1728,2026
5238,1,6,2,4,1,-4,1,-2,2,6,7,6,2,4,1,-4,1,-2,2,4,7,1580,1650
5239,2,6,2,4,2,-4,1,8000,2,6,8,11,1,4,2,-4,1,11000,2,6,8,2197,1672
5240,1,3,5,2,1,1,2,6000,3,3,6,3,4,2,1,2,1,17000,4,3,5,1470,838
5241,2,3,2,2,2,-4,0,11000,3,5,6,3,3,2,2,-4,0,-2,3,4,6,1890,3190
5242,2,6,3,4,3,1,1,50000,2,5,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1820,-4
5243,2,3,3,2,1,1,1,-2,4,4,8,3,3,2,1,1,1,-4,4,5,8,0,669
5244,1,1,2,0,1,-4,0,29000,2,4,8,1,2,0,1,-4,0,24000,2,3,7,2040,2080
5245,1,2,3,1,1,1,1,20000,4,6,7,2,3,1,1,1,1,18000,4,6,7,1330,1260
5246,1,6,3,4,2,-4,2,4000,3,5,8,6,3,4,2,-4,0,15000,4,6,8,1636,1500
5247,2,6,4,4,2,-4,2,15003,3,4,8,6,1,4,2,-4,1,18000,2,6,8,716,2415
5248,1,1,3,0,1,1,1,10000,3,2,7,1,3,0,1,1,1,13580,2,1,8,1610,2000
5249,1,6,3,4,2,-4,1,37000,3,6,6,6,2,4,2,-4,1,40000,2,6,7,2078,1913
5250,1,1,4,0,2,-4,1,18000,3,2,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1716,33
5251,2,4,3,2,3,1,1,30000,2,6,6,4,3,2,3,1,1,50000,3,6,6,0,0
5252,1,2,3,1,1,1,0,26000,2,2,6,2,3,1,1,1,0,23500,2,3,8,2340,1744
5253,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5254,1,2,5,1,3,2,1,28000,3,4,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4
5255,1,3,2,2,3,-4,1,40000,2,6,7,9,2,3,3,-4,0,42500,1,4,7,0,0
5256,2,4,4,2,1,1,2,14000,2,1,7,4,4,2,1,1,0,-4,3,4,7,0,96
5257,2,4,1,1,2,1,1,-4,2,4,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
5258,1,3,4,2,3,2,0,40000,2,1,7,3,4,2,3,2,0,32000,1,4,6,2150,1398
5259,1,3,6,2,1,1,0,47000,2,4,6,3,3,2,1,1,0,48000,2,4,6,2799,2771
5260,1,3,2,2,2,-4,1,60000,1,6,6,3,2,2,2,-4,1,40000,1,6,6,3669,2908
5261,2,3,6,2,1,1,0,-4,3,6,5,9,3,2,1,1,1,3500,4,4,8,135,288
5262,1,1,2,0,2,-4,0,22000,2,1,7,1,3,0,2,-4,0,20000,2,2,6,-3,-3
5263,2,3,3,2,3,1,1,-4,2,4,4,3,3,2,3,1,1,-4,3,4,4,0,16
5264,2,3,4,2,3,2,0,-4,3,4,8,10,4,2,3,2,0,500,2,4,7,85,174
5265,2,9,3,2,2,1,1,33000,3,6,7,9,3,2,1,-3,0,33000,2,6,6,2080,2080
5266,1,1,1,0,2,-4,0,30000,2,3,7,1,2,0,2,-4,0,45000,1,3,7,1400,1420
5267,2,6,4,4,3,2,1,58400,2,6,6,6,4,4,3,2,0,57200,2,4,4,2600,2600
5268,1,6,2,4,2,-4,0,26000,2,6,8,6,2,4,2,-4,0,35000,3,6,7,3128,2780
5269,2,6,2,4,3,-4,0,26000,2,6,7,6,1,4,8,-4,0,28000,2,6,7,1300,1870
5270,2,4,3,2,2,-4,0,14000,2,4,6,4,2,2,2,-4,0,12000,2,3,8,1693,1851
5271,1,2,6,1,1,1,2,29000,2,3,8,2,5,1,1,1,0,15000,2,3,8,1320,1530
5272,2,6,3,4,1,1,0,35000,3,6,8,6,4,4,1,2,0,36500,1,4,7,1846,2044
5273,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5274,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5275,1,6,1,4,2,-4,1,32000,2,6,7,6,1,4,2,-4,1,37500,2,6,7,2080,2080
5276,2,3,4,2,3,2,1,-4,2,4,6,3,5,2,3,3,1,-4,2,5,5,0,0
5277,1,3,2,2,1,-4,2,80000,3,1,8,3,3,2,3,1,1,75000,1,3,8,2080,3510
5278,1,3,3,2,2,-4,0,54000,2,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1680,-4
5279,1,6,3,4,3,-4,1,62000,2,6,8,6,3,4,3,-4,1,67000,2,6,7,2340,2340
5280,2,6,2,4,3,-4,2,50000,1,6,8,6,4,4,3,-4,2,50000,1,6,8,1872,1766
5281,2,3,7,2,3,5,0,350,2,5,7,3,7,2,3,5,0,3300,3,4,9,346,276
5282,1,1,4,0,1,2,1,29000,3,6,5,1,4,0,1,2,1,28500,3,5,6,2654,2534
5283,1,1,4,0,3,2,1,53000,2,4,3,1,4,0,3,2,1,60000,3,1,2,3210,3640
5284,1,2,1,1,4,0,1,-2,1,1,8,2,1,1,6,0,1,-2,1,1,5,520,2700
5285,2,1,3,0,7,1,1,10000,3,1,10,1,3,0,7,1,1,-4,1,4,7,0,0
5286,1,1,1,0,2,0,1,5400,4,1,6,1,5,0,1,3,0,-4,4,1,5,0,420
5287,1,1,14,0,3,4,2,20000,3,1,8,1,15,0,3,4,0,30000,4,1,8,2600,2600
5288,1,1,8,0,3,4,0,10000,1,1,6,1,15,0,3,5,0,28000,2,1,8,2320,3030
5289,2,6,3,4,3,1,1,21000,3,6,6,6,3,4,3,1,1,22500,4,6,7,2140,2359
5290,2,10,3,3,3,1,1,11439,2,5,8,11,3,4,3,1,1,8000,1,6,8,632,1960
5291,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2520,3120
5292,1,2,2,1,8,1,1,45000,2,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2150,2340
5293,2,1,5,0,4,0,0,-4,4,1,3,1,3,0,8,0,0,-4,4,1,7,0,0
5294,2,4,5,2,7,2,2,3000,3,3,8,4,4,2,7,2,0,1920,4,1,8,308,820
5295,2,6,2,4,1,-4,1,35000,3,6,6,6,2,4,1,-4,1,10000,1,6,8,965,1664
5296,2,2,3,1,6,2,1,0,3,3,6,4,3,1,6,2,1,-4,2,3,8,0,0
5297,2,1,2,0,1,0,1,4500,2,6,6,1,2,0,3,0,0,-4,3,5,6,0,740
5298,2,3,2,2,7,-4,0,32000,3,2,8,3,2,2,7,-4,0,32000,2,4,8,2080,2124
5299,2,1,4,0,1,1,0,-4,3,1,8,1,3,0,1,1,1,-4,3,6,8,225,0
5300,2,6,4,4,3,2,2,-4,3,6,8,6,4,4,3,2,1,-4,2,6,8,370,0
5301,1,10,2,3,2,-4,1,25000,2,6,6,10,3,3,2,-4,1,-2,1,6,6,1034,1212
5302,2,5,3,3,3,1,1,27248,3,6,7,5,3,3,3,1,2,30000,3,6,8,2041,1749
5303,2,5,4,3,3,2,2,4000,2,5,6,5,6,3,3,2,0,12000,3,4,7,1376,1248
5304,2,4,4,2,3,1,1,-4,3,1,6,4,2,2,4,0,1,-4,3,1,7,0,0
5305,1,2,2,1,2,-4,1,12000,4,6,7,2,4,1,2,-4,1,18000,4,6,7,1371,1785
5306,1,4,2,2,2,-4,1,5200,1,6,8,4,2,2,2,-4,1,12000,1,6,3,944,1169
5307,2,5,3,3,7,1,2,38000,2,2,8,5,3,3,3,1,2,32000,2,6,8,1808,1632
5308,1,4,1,2,2,-4,1,17000,1,3,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
5309,1,4,1,2,2,-4,1,20000,2,3,6,4,1,2,2,-4,1,35000,1,6,8,2080,2872
5310,2,6,5,4,3,1,2,85,2,4,6,6,5,4,3,1,0,968,2,3,6,712,620
5311,2,6,2,4,3,-4,1,15000,3,6,8,6,2,4,3,-4,1,26000,3,3,7,2140,2338
5312,1,10,1,2,2,-4,1,35000,2,6,6,4,1,2,2,-4,1,50000,4,4,6,1864,1560
5313,1,4,3,2,3,1,1,121993,1,4,8,4,3,2,3,1,1,68000,1,2,8,2395,2620
5314,1,3,3,2,1,1,2,45000,3,2,7,3,3,2,1,1,0,43000,3,2,6,2440,2842
5315,2,3,2,2,3,-4,2,12000,1,3,6,3,2,2,3,-4,0,30000,1,3,7,1550,1660
5316,1,4,5,2,3,-4,1,54000,1,1,8,4,5,2,3,-4,1,52000,2,1,8,3394,3350
5317,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2080
5318,2,3,5,2,7,3,1,9000,2,2,6,3,5,2,7,3,1,10000,2,3,7,1424,1196
5319,2,5,4,3,3,2,0,20000,3,6,7,5,4,3,3,2,0,20000,3,6,7,2080,2080
5320,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1430,0
5321,1,4,3,2,3,1,1,4000,2,3,7,4,4,2,3,1,1,3500,2,3,7,1106,1590
5322,1,4,3,2,1,-4,1,28000,2,3,7,4,4,2,3,1,1,40000,3,3,6,2176,1976
5323,1,9,2,1,7,0,1,30000,3,4,8,9,2,1,7,0,0,20000,3,3,5,2162,1470
5324,2,1,8,0,4,1,1,8000,4,2,3,8,5,0,3,0,1,2000,3,1,5,2040,0
5325,1,1,7,0,3,1,0,6000,3,1,4,1,6,0,3,1,0,3000,2,1,8,250,635
5326,2,3,7,2,1,3,2,-4,3,3,8,3,5,2,1,3,1,-4,3,3,8,0,0
5327,1,2,2,1,3,-4,0,45000,1,6,8,2,2,1,3,-4,0,50000,1,6,8,2080,1280
5328,2,2,3,1,1,-4,1,-4,4,4,6,2,2,1,1,-4,1,-4,3,2,4,0,0
5329,1,6,1,4,2,-4,0,36000,2,5,5,6,4,4,2,-4,1,38000,2,2,7,2304,2044
5330,1,10,2,3,1,-4,1,22000,2,4,6,10,2,3,2,-4,1,-4,1,6,4,345,770
5331,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2860,3175
5332,1,4,3,1,1,1,1,6000,1,6,6,4,6,1,1,0,0,5000,2,4,6,890,2340
5333,2,10,3,2,2,-4,1,20000,1,4,7,10,3,2,2,-4,1,25000,2,5,7,1074,1145
5334,2,10,3,2,8,2,1,25000,2,6,7,10,3,2,8,2,1,17000,2,6,9,1880,1040
5335,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5336,1,3,4,2,3,2,2,13000,2,6,6,3,4,2,3,2,0,15000,2,6,7,2080,2080
5337,1,2,1,1,2,-4,1,-4,1,3,6,2,1,1,2,-4,1,-4,1,1,6,0,0
5338,2,3,4,2,3,2,1,4000,1,3,8,3,4,2,3,2,1,4000,2,6,8,1960,1835
5339,1,3,4,2,1,-4,1,12000,2,5,10,3,4,2,2,-4,1,12000,3,3,8,1488,1808
5340,2,4,4,2,1,2,1,-4,4,1,4,4,7,2,2,2,0,-4,4,6,4,0,0
5341,1,3,5,2,3,2,1,14000,2,1,5,3,1,2,4,0,0,20000,1,1,5,1426,2184
5342,1,9,3,2,3,1,1,22000,4,6,5,4,4,2,3,2,1,9163,2,6,6,0,1601
5343,2,4,4,2,3,2,0,973,2,3,5,4,4,2,3,2,0,-4,3,2,5,0,0
5344,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5345,1,11,1,5,2,-4,1,-4,1,6,7,11,1,5,2,-4,1,8568,1,6,8,1280,2160
5346,2,11,2,4,2,-4,1,15000,1,5,6,7,3,5,2,-4,1,-2,1,6,8,2005,2335
5347,1,11,1,5,3,-4,1,40000,1,4,8,11,2,5,3,-4,1,24000,1,6,7,2710,2490
5348,1,6,2,4,3,-4,1,10000,3,6,8,11,2,4,3,-4,1,15000,2,6,7,1210,1870
5349,1,3,2,2,8,0,0,24000,4,3,6,3,2,2,7,0,0,10000,4,3,6,1318,60
5350,1,4,1,2,8,0,2,35000,1,6,6,4,6,2,7,2,0,42000,1,3,5,2052,3235
