PUBID,gender,ENROLLSTAT_2009,CV_HH_SIZE_2009,CV_HIGHEST_DEGREE_2009,marital_status_2009,BIO_CHILD_HH_2009,URBAN-RURAL_2009,income_2009,health_2009,T_2009,y_2009,ENROLLSTAT_2010,CV_HH_SIZE_2010,CV_HIGHEST_DEGREE_2010,marital_status_2010,BIO_CHILD_HH_2010,URBAN-RURAL_2010,income_2010,health_2010,T_2010,y_2010,CVC_HOURS_WK_YR_ALL_2009,CVC_HOURS_WK_YR_ALL_2010
1922,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,2,7,1,1,30000,1,5,6,2092,2100
1923,2,10,2,3,2,-4,0,50000,1,5,8,10,2,3,1,-4,0,50000,1,6,8,-3,-3
1924,2,3,3,2,3,1,0,-4,1,4,9,3,3,2,3,1,0,-4,1,3,6,0,0
1925,1,6,2,4,3,-4,1,41000,2,3,7,6,2,4,3,-4,1,41000,2,6,8,2805,2600
1926,2,3,4,2,8,2,1,-2,1,1,8,3,4,2,3,2,0,-4,1,1,8,2070,1540
1927,1,2,6,1,1,3,1,42000,2,6,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1816,2080
1928,2,1,7,0,6,-4,1,-4,4,1,8,1,3,0,8,-4,1,6000,4,1,9,626,0
1929,1,3,3,2,2,-4,1,19000,4,6,5,3,1,2,2,-4,1,17000,5,6,5,2080,1960
1930,2,1,5,0,1,2,1,14000,2,1,9,1,4,0,1,2,1,-4,2,3,8,384,0
1931,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,2,7,-4,1,50000,2,6,10,52,61
1932,2,6,2,4,3,-4,0,57000,2,6,8,6,3,4,3,1,0,59000,2,6,6,2561,2474
1933,1,11,2,4,3,-4,1,59800,2,6,7,11,2,4,3,-4,1,60000,2,6,7,1600,3210
1934,2,4,2,1,1,-4,1,46000,3,6,8,4,2,1,1,-4,1,57000,1,6,8,2620,2870
1935,1,8,2,0,2,-4,1,7500,2,3,8,8,3,0,1,-4,1,-4,3,6,8,280,0
1936,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1937,1,6,2,4,3,-4,1,38000,2,6,7,11,3,4,3,1,1,42500,3,6,7,2080,2140
1938,1,10,2,3,3,-4,1,25000,3,5,7,11,2,4,3,-4,0,20000,4,4,7,2130,1305
1939,2,1,4,0,1,2,2,2100,1,6,7,1,6,0,3,3,1,10000,1,1,8,1575,0
1940,2,3,5,2,1,1,1,13000,2,3,6,3,5,2,1,1,1,22000,2,5,5,2075,1840
1941,2,1,5,0,2,4,1,5200,4,4,6,1,5,0,2,4,1,10000,2,3,7,3824,432
1942,2,4,4,1,3,2,2,17000,2,6,7,9,4,1,3,2,0,19000,1,6,6,2080,2000
1943,1,6,2,4,3,-4,1,30000,2,4,8,6,2,4,3,-4,1,12000,1,6,8,1888,2800
1944,1,4,3,2,2,-4,0,5000,4,1,6,4,4,2,1,-4,1,3000,3,2,7,720,1750
1945,1,3,2,2,2,-4,1,-4,2,3,8,3,3,2,2,-4,1,-4,3,1,8,0,0
1946,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,1560
1947,2,4,4,2,3,2,1,30000,3,6,7,4,4,2,3,2,1,-2,1,3,5,1990,1180
1948,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,180,624
1949,1,3,4,2,3,2,2,45000,1,4,6,3,4,2,3,2,0,20000,1,3,6,250,220
1950,2,9,4,2,2,2,1,32000,2,6,5,9,5,2,1,2,1,28880,3,6,6,2080,2080
1951,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2340,2205
1952,1,1,3,0,2,0,1,-4,2,1,6,1,3,0,2,0,1,3500,1,1,6,0,0
1953,2,3,8,2,2,2,1,17000,4,1,8,3,8,2,2,2,1,-4,2,2,9,1950,0
1954,2,1,4,0,2,1,1,-4,3,1,6,1,4,0,2,1,1,-4,3,4,-2,0,0
1955,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1956,2,4,5,2,8,3,1,10850,4,6,6,4,4,2,8,3,1,-2,2,6,3,1834,1680
1957,1,3,1,2,2,-4,1,31000,4,6,6,3,1,2,2,-4,1,25000,5,4,6,2285,552
1958,1,4,1,2,2,-4,1,28000,2,4,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2236,2122
1959,2,11,4,5,3,1,0,50000,2,6,6,11,3,5,3,1,0,55000,3,6,7,2560,4120
1960,1,3,3,2,1,1,2,20000,3,3,8,3,3,2,1,1,0,20000,3,1,8,2506,2476
1961,1,3,5,2,2,-4,1,-2,2,1,12,3,5,2,2,-4,1,500,2,3,7,880,1918
1962,2,4,5,2,3,1,1,-2,2,6,8,9,4,2,3,2,1,15000,2,6,6,686,582
1963,1,4,1,1,2,-4,1,75000,2,5,6,4,1,1,2,-4,1,130254,2,6,5,3120,3552
1964,2,4,2,2,2,-4,1,-2,3,3,8,4,3,2,2,-4,1,-2,3,6,8,2351,1184
1965,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1966,1,4,3,2,2,-4,1,33000,3,4,8,4,3,2,2,-4,1,31000,4,6,8,2340,2417
1967,1,4,3,2,3,1,1,40000,3,1,7,4,4,2,3,2,1,40000,3,1,7,1230,2300
1968,1,3,5,2,3,-4,0,35000,3,3,7,3,5,2,3,-4,1,25000,3,3,7,2480,2080
1969,2,6,6,4,1,-4,0,38000,2,6,7,6,5,4,4,-4,1,36000,2,3,7,2400,2080
1970,1,5,1,3,2,-4,1,20000,3,5,6,5,3,3,2,-4,1,24000,4,3,6,1705,2706
1971,2,5,3,3,1,1,1,15120,2,3,7,5,3,3,1,1,1,-4,2,6,8,1192,0
1972,2,5,2,3,4,1,1,27000,4,6,4,5,2,3,8,1,1,34000,4,6,4,1697,1680
1973,1,9,4,2,2,-4,1,-4,3,6,5,9,4,2,2,-4,1,-4,3,6,5,0,0
1974,1,3,3,2,1,1,1,8000,1,1,6,3,2,2,4,0,1,30000,1,1,5,2140,627
1975,1,3,5,2,3,-4,1,23000,1,3,8,3,5,2,3,-4,1,13000,1,6,7,1780,2400
1976,1,3,3,2,3,1,1,28000,1,3,4,3,3,2,3,1,1,27000,3,3,5,2688,2580
1977,2,4,4,2,1,1,1,6000,4,6,5,4,6,2,1,2,1,-2,5,6,-2,225,50
1978,2,1,3,0,2,2,1,27000,2,6,7,1,3,0,2,2,1,27000,1,6,7,1840,2080
1979,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,2,3,4,-4,1,18000,1,6,10,0,0
1980,2,1,2,0,3,-4,2,22000,2,2,7,1,3,0,3,1,1,27000,2,3,6,2080,1860
1981,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2080
1982,1,4,4,2,3,2,1,26000,1,4,8,10,4,2,3,2,1,24000,3,6,8,0,0
1983,2,9,4,3,2,1,1,-4,2,5,7,9,4,3,2,1,1,-4,1,6,9,0,446
1984,2,5,1,3,2,-4,1,29000,2,4,6,10,2,3,1,-4,1,35000,2,4,8,1205,381
1985,1,4,5,2,3,3,1,65000,2,4,6,10,5,2,3,3,-4,60000,3,6,8,0,0
1986,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1987,2,1,3,0,8,1,1,-4,3,5,8,1,4,0,8,1,1,-4,3,2,8,0,0
1988,2,4,5,2,3,3,1,-4,3,3,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
1989,2,2,2,1,2,1,1,18000,2,1,5,2,2,1,2,1,1,11000,1,2,6,1374,0
1990,1,6,3,4,2,-4,1,38089,1,6,8,6,1,4,2,-4,-4,31600,1,6,8,1804,805
1991,2,11,3,4,3,1,-4,-2,2,6,8,11,3,4,3,1,-4,-2,2,6,8,200,0
1992,2,9,4,2,8,3,1,-2,2,6,6,9,4,2,8,3,0,9000,3,6,6,1240,2080
1993,1,1,1,0,2,-4,0,-2,2,1,7,1,2,0,2,-4,0,20000,3,1,7,1645,2165
1994,1,4,4,2,2,-4,2,7000,2,6,7,4,3,2,2,-4,1,25000,2,6,6,1105,2320
1995,2,6,1,4,2,-4,1,24000,2,6,8,6,1,4,2,-4,1,6000,2,6,8,1666,2416
1996,1,4,4,2,2,-4,0,25000,1,6,8,9,2,2,2,-4,1,10000,1,6,8,1066,-3
1997,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1998,2,11,2,4,2,-4,1,30000,2,5,7,11,2,4,2,-4,1,20000,2,6,6,1620,16
1999,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2000,1,1,5,0,2,-4,1,-4,3,1,5,1,2,0,1,-4,1,-4,4,1,6,0,0
2001,2,2,6,1,3,2,1,5000,2,3,6,4,5,1,3,2,1,-2,2,6,9,205,720
2002,2,2,2,1,1,-4,1,24000,3,2,7,2,2,1,1,-4,1,24000,4,3,8,2080,2080
2003,1,3,3,2,3,1,1,35000,1,4,8,3,3,2,3,1,1,35000,3,6,4,2080,2323
2004,2,2,4,1,3,2,1,50000,2,6,6,2,4,1,3,2,1,55000,3,6,6,2895,2385
2005,1,2,5,1,3,1,1,-4,3,2,6,2,6,1,3,2,1,70000,3,6,7,1994,495
2006,1,6,2,4,2,-4,1,65000,2,6,7,6,1,4,2,-4,1,65000,2,6,7,2158,2080
2007,2,1,4,0,3,1,1,-4,5,6,6,1,4,0,3,1,1,-4,4,4,8,0,0
2008,2,1,2,0,1,0,1,-2,3,1,7,1,2,0,1,0,1,4000,5,1,7,2620,2434
2009,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,0,2,0,0,-4,4,3,6,0,0
2010,1,1,3,0,2,0,1,17000,1,2,6,1,3,0,2,1,1,37000,1,2,7,2382,2204
2011,2,3,2,2,8,1,1,60000,2,4,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2100,2409
2012,2,3,4,2,2,1,1,-4,5,1,8,3,5,2,1,1,1,-4,5,1,8,0,0
2013,1,1,3,0,2,1,1,-4,3,1,8,1,3,0,2,1,1,-4,2,2,8,0,0
2014,1,1,2,0,2,-4,1,12000,4,1,8,1,3,0,2,-4,1,-4,3,3,8,0,1125
2015,2,2,6,1,2,-4,1,2000,3,1,8,2,3,1,2,-4,1,-4,3,1,8,2990,1980
2016,2,2,6,1,1,3,1,25000,3,6,7,2,4,1,2,3,1,18200,2,1,3,760,40
2017,2,9,2,2,3,-4,1,34000,1,6,8,9,3,3,3,1,1,35900,1,6,6,2145,2198
2018,1,2,6,1,2,0,1,24000,2,1,6,2,1,1,2,0,1,-4,1,1,7,400,0
2019,1,2,2,1,2,0,1,28000,1,3,6,2,1,1,2,0,1,40000,3,3,5,2936,4464
2020,2,3,4,2,2,3,1,15000,4,2,5,3,4,2,2,3,1,1600,4,2,5,180,1320
2021,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2022,2,4,4,2,2,-4,1,40000,2,5,7,10,3,2,2,-4,1,-1,3,6,7,2080,2080
2023,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2024,1,2,2,-3,2,0,1,-2,2,1,9,2,2,1,2,1,1,35000,2,1,9,1925,2580
2025,2,4,3,2,2,1,1,8000,1,2,8,10,3,2,2,1,1,-4,1,6,8,1360,0
2026,2,4,3,2,1,1,1,-2,3,2,8,4,5,2,1,2,1,-4,2,3,5,1890,1200
2027,2,6,2,4,3,-4,1,37500,2,6,8,6,2,4,3,-4,1,17000,2,6,8,1140,1885
2028,2,6,2,4,3,-4,1,25000,1,3,8,6,3,4,3,1,1,18000,2,4,7,1634,316
2029,1,2,2,1,2,-4,1,30000,2,3,7,2,3,1,2,-4,0,18000,1,3,6,2300,2570
2030,1,6,3,4,3,1,1,51000,1,6,6,6,3,4,3,1,1,72070,2,5,4,2080,2080
2031,2,1,6,0,1,3,1,-4,3,2,5,8,5,0,1,3,1,450,2,6,5,120,2807
2032,1,4,1,2,2,0,1,20000,3,2,3,4,1,2,2,0,2,4000,4,1,4,2810,760
2033,2,11,2,4,3,-4,0,42000,2,6,7,11,2,4,3,-4,1,42000,2,4,7,3400,2600
2034,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2035,1,4,6,2,3,2,1,60000,1,4,7,9,6,2,3,2,1,40000,2,6,5,580,30
2036,2,9,3,1,2,1,1,750,4,4,7,4,3,1,2,1,1,2100,3,3,4,440,736
2037,1,6,2,4,2,1,1,75000,1,6,4,6,2,4,2,1,1,74000,1,6,6,3260,2000
2038,2,2,3,1,2,2,1,33000,2,6,4,10,3,1,2,2,1,35000,1,6,6,2153,2122
2039,2,10,3,3,1,1,1,15000,2,4,6,5,3,3,1,1,1,22000,2,3,8,2440,3800
2040,2,11,2,4,1,-4,1,-4,1,6,6,7,1,7,2,-4,1,-4,1,6,6,0,1890
2041,1,4,4,1,2,-4,1,6000,4,1,7,4,1,1,2,-4,1,-4,3,1,10,210,0
2042,1,6,4,4,3,-4,1,55000,1,6,6,6,4,4,3,-4,1,130254,1,6,6,2080,2080
2043,1,6,3,4,2,-4,1,15000,2,6,6,6,3,4,2,-4,1,13000,2,6,6,1560,-3
2044,2,4,3,2,1,-4,1,48000,2,6,7,4,3,2,1,-4,1,60000,2,6,8,2860,2860
2045,1,6,5,4,8,1,1,36000,2,6,7,6,4,4,8,1,1,39000,2,6,6,2875,2130
2046,1,6,2,4,6,-4,1,55000,1,6,6,6,1,4,6,-4,1,30000,1,6,6,1310,1380
2047,1,4,2,2,2,-4,1,30000,3,4,8,4,2,2,2,-4,1,20000,3,6,8,2000,0
2048,1,6,4,4,2,-4,1,121993,1,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1395,2805
2049,1,3,2,2,3,-4,2,55000,3,5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
2050,1,7,3,5,3,1,1,36000,1,6,6,7,3,5,3,1,1,40000,3,3,5,2080,2090
2051,1,6,4,4,3,-4,0,44000,1,6,7,6,2,4,3,-4,1,43000,1,6,7,2080,2080
2052,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-3
2053,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2600,2600
2054,1,4,1,2,2,-4,1,37000,1,3,7,4,1,2,2,-4,1,35000,1,5,4,0,0
2055,2,10,2,4,2,-4,1,55000,1,3,7,10,2,4,2,-4,1,59000,1,6,7,2566,1968
2056,2,6,4,4,2,-4,1,44000,2,6,7,6,4,4,2,-4,1,41000,2,6,6,2910,3045
2057,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2700,2600
2058,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2059,2,7,2,5,3,-4,1,80000,2,6,8,7,3,5,3,1,1,85000,3,6,9,2385,1656
2060,1,6,1,2,2,-4,1,121993,1,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2860,3045
2061,2,7,2,5,3,-4,1,75000,2,6,6,7,3,5,3,1,1,87000,1,4,8,2595,2295
2062,1,7,2,5,3,-4,1,15000,2,6,6,7,2,5,3,-4,1,40000,1,6,6,2080,2140
2063,2,9,2,2,3,-4,1,36000,2,6,8,10,2,2,3,-4,1,38000,2,6,8,2080,2080
2064,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2065,1,6,3,4,2,-4,0,1500,4,2,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,525,-4
2066,2,6,4,4,3,2,1,-4,1,5,9,6,4,4,3,2,1,-4,1,6,9,640,1010
2067,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,416
2068,1,6,3,4,2,-4,1,27000,2,4,8,6,2,4,1,-4,1,28000,1,5,8,2025,2080
2069,2,7,1,5,2,-4,1,6000,3,6,7,7,1,5,2,-4,1,35000,3,6,8,2040,2080
2070,1,7,1,7,2,-4,1,121993,3,6,7,7,1,7,2,-4,1,130254,2,6,6,3900,3675
2071,1,6,3,4,2,-4,0,41000,1,6,7,6,1,4,2,-4,1,50000,3,6,7,312,3108
2072,1,6,2,4,1,-4,1,58000,1,6,6,6,2,4,1,-4,1,74000,1,6,6,2224,2722
2073,1,6,2,4,2,-4,1,4000,1,6,8,6,1,4,2,-4,1,55000,1,6,9,2040,2080
2074,1,7,1,5,2,-4,1,32000,1,6,6,7,2,5,3,-4,1,35000,1,4,7,2760,1170
2075,2,6,4,4,2,-4,1,26600,3,5,6,9,4,4,2,-4,1,-2,4,5,7,1659,2060
2076,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2077,2,11,1,4,2,-4,1,30000,3,5,7,7,2,5,1,-4,1,30000,3,6,7,2080,1936
2078,2,6,4,4,3,2,1,25000,1,6,4,6,4,4,3,2,1,-4,2,6,6,500,0
2079,2,11,1,4,2,-4,1,28000,2,6,7,6,2,4,3,-4,1,32000,1,6,7,2080,2140
2080,2,6,3,4,3,1,1,41000,2,3,6,6,3,4,3,1,1,41000,2,4,8,2175,2340
2081,1,6,2,4,2,-4,1,48000,1,6,8,11,2,4,2,-4,1,47000,2,6,7,3550,3120
2082,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2083,2,11,1,4,2,-4,1,31400,2,6,7,11,1,4,2,-4,1,35500,2,6,7,1924,1924
2084,2,7,2,5,2,-4,1,25000,2,5,7,7,2,5,1,-4,1,30000,2,6,7,2000,1880
2085,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2086,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2087,1,6,3,4,2,-4,1,28000,2,4,7,6,5,4,2,-4,1,35000,2,6,8,2979,2416
2088,1,4,1,2,2,-4,1,121993,1,6,7,4,1,2,2,-4,1,130254,1,6,6,2225,2550
2089,1,11,2,4,3,-4,1,77000,2,6,8,11,2,-3,3,-4,1,65000,1,6,8,1525,2248
2090,2,7,1,5,2,-4,1,-4,1,6,5,7,1,5,2,-4,1,75000,1,6,5,1090,3640
2091,2,7,1,7,2,-4,1,50000,1,6,-2,7,1,7,2,-4,1,50000,1,6,6,5100,4390
2092,1,11,3,5,2,-4,1,-4,3,6,9,7,4,5,2,-4,1,2000,4,6,7,868,1512
2093,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,1,2,0,1,2000,3,1,4,574,0
2094,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2115,2340
2095,1,3,2,2,1,-4,1,54000,1,3,5,3,2,2,1,-4,1,56000,1,5,5,-3,2600
2096,1,4,3,2,2,-4,1,29000,2,4,6,4,2,2,2,-4,1,33000,1,4,6,2020,2850
2097,2,2,4,1,2,3,1,-4,2,2,8,2,5,1,2,4,1,-4,2,3,10,280,0
2098,2,2,4,1,2,3,1,4000,3,1,8,2,4,1,2,3,1,4000,1,3,7,955,1065
2099,1,2,5,1,3,0,1,400,3,2,8,2,5,1,3,0,1,-2,3,4,8,1960,937
2100,1,3,1,2,2,0,1,6000,3,3,6,3,1,2,2,0,1,-4,5,5,6,64,0
2101,2,4,1,2,2,-4,1,2000,4,4,5,4,1,2,2,-4,1,26000,2,6,6,3170,1951
2102,2,4,2,0,2,1,1,11000,4,3,6,4,6,1,2,1,1,-4,4,6,7,76,896
2103,2,4,3,2,2,2,1,-4,2,6,4,4,3,2,2,2,1,-4,4,6,5,0,1840
2104,2,4,4,2,1,-4,1,121993,2,6,4,4,2,2,2,-4,1,10000,2,6,5,-3,-3
2105,2,5,3,3,8,2,1,15000,5,5,7,5,3,3,8,2,1,14000,4,6,6,1864,2225
2106,2,6,2,4,2,1,1,22000,2,3,7,6,2,4,2,1,1,32000,2,5,7,2264,2152
2107,2,6,3,4,3,1,2,36000,2,5,6,6,3,4,3,1,1,36000,1,4,6,2820,2700
2108,1,3,2,2,2,0,1,11000,1,2,5,3,2,2,2,0,1,-2,3,2,8,990,1650
2109,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1820,1820
2110,1,3,3,2,1,-4,1,25000,2,4,7,3,3,2,1,-4,1,45000,2,6,6,2676,2704
2111,1,3,4,2,3,2,2,65000,1,6,5,3,4,2,3,2,0,70000,2,6,5,2080,2080
2112,2,7,2,5,3,-4,1,25000,1,5,8,11,2,5,3,-4,1,10000,1,6,8,1006,690
2113,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2114,1,5,3,3,2,-4,2,25000,3,5,4,5,3,3,2,-4,0,22000,3,6,5,1950,-3
2115,2,2,7,1,1,5,0,-4,3,6,5,2,7,1,1,5,0,-4,3,3,5,0,58
2116,1,3,2,2,7,-4,0,30000,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-3
2117,2,1,2,0,1,-4,2,11040,3,4,6,1,3,0,1,0,1,-2,4,6,-2,105,1600
2118,1,3,1,2,2,0,2,16000,4,5,2,3,4,2,1,0,1,11341,4,3,6,-3,-3
2119,1,1,4,0,1,0,1,31000,4,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,500,-4
2120,1,4,3,2,3,-4,1,25000,2,6,8,4,7,2,3,1,0,30000,2,6,7,1818,3350
2121,1,3,2,2,1,-4,1,25000,1,6,7,3,2,2,1,-4,1,25000,1,6,7,1560,1560
2122,1,2,8,1,2,-4,1,4000,2,3,7,2,3,1,2,-4,1,1000,2,3,6,385,1232
2123,1,6,6,4,3,2,1,28000,2,4,7,6,6,4,3,2,1,28000,2,4,6,2552,2228
2124,2,2,6,1,2,-4,1,15000,2,3,6,9,6,1,2,-4,1,12000,3,4,7,1616,1071
2125,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2126,2,3,5,2,8,2,1,121993,2,3,5,3,3,2,8,2,1,-4,2,2,6,0,-3
2127,2,5,2,3,2,1,1,48000,3,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,560
2128,1,9,4,2,3,-4,2,121993,1,4,6,9,5,2,3,1,1,-2,1,4,8,1840,0
2129,1,6,1,4,2,-4,1,27000,1,6,8,6,1,4,2,-4,1,35000,1,6,7,3314,4028
2130,1,6,3,4,3,-4,1,22500,2,6,7,6,3,4,3,-4,1,34000,2,6,7,2080,2080
2131,1,4,2,2,3,-4,1,67000,2,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1935,-4
2132,2,10,2,3,2,-4,1,35000,1,6,8,10,2,3,1,-4,1,22000,2,4,6,-3,1728
2133,2,6,2,4,2,-4,1,55000,1,6,7,6,1,4,2,-4,1,57012,3,6,7,2080,2080
2134,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2140,0
2135,2,9,4,2,2,1,1,3000,3,6,8,4,2,2,2,1,1,40000,3,6,6,2040,2224
2136,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,1,3,-4,1,32000,2,6,7,2165,2340
2137,1,3,2,2,2,-4,1,34000,2,5,6,3,2,2,2,-4,1,38000,2,4,8,2080,1960
2138,1,4,4,1,8,2,1,75000,3,3,5,9,7,1,3,3,2,70000,3,3,6,2210,450
2139,1,1,3,0,3,1,1,65000,2,2,7,1,3,0,3,1,1,63000,3,2,8,1840,2080
2140,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2141,1,4,2,2,2,-4,1,41000,2,6,8,4,2,2,2,-4,1,45000,2,6,7,2080,2080
2142,2,4,6,2,3,1,1,25000,1,5,5,4,3,2,3,1,1,10000,3,6,5,1887,2246
2143,2,4,4,2,3,2,1,0,2,4,6,4,4,2,3,2,1,-4,1,4,6,2,70
2144,1,10,3,3,2,-4,1,8000,2,6,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3500,130
2145,1,4,2,2,3,-4,1,43000,3,6,7,4,2,2,3,-4,1,52000,3,6,6,3094,3124
2146,2,4,2,2,3,0,1,18000,2,2,12,4,3,2,3,1,1,18000,1,3,6,0,0
2147,1,11,4,4,3,1,1,13000,3,6,6,7,3,5,3,1,1,12000,1,4,7,500,695
2148,2,3,2,2,1,-4,1,35000,1,6,6,3,2,2,1,-4,1,-2,3,4,5,2014,836
2149,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2080
2150,1,10,4,2,3,2,0,45000,1,6,8,10,5,2,3,3,1,43000,2,6,7,2142,2184
2151,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2152,2,5,2,3,3,-4,1,35000,2,6,7,5,2,3,3,-4,1,32000,1,6,7,1828,637
2153,2,4,5,2,3,3,1,22000,1,6,7,4,7,2,3,3,1,30000,2,6,8,2080,2080
2154,1,1,3,0,1,-4,1,10000,2,1,8,1,4,0,1,-4,1,20000,2,1,8,1160,1400
2155,2,3,4,2,3,2,1,-4,3,4,7,3,4,2,3,2,0,-4,1,3,8,0,0
2156,2,4,7,1,3,3,0,30000,1,4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1920,2120
2157,2,10,4,1,8,3,1,10000,3,4,8,10,4,1,8,3,1,3000,3,2,10,598,1890
2158,1,3,3,2,2,-4,1,-2,3,3,8,3,1,2,2,-4,1,15000,2,6,7,1639,2231
2159,1,4,4,2,2,-4,1,10000,2,5,6,4,4,2,2,-4,1,13000,2,5,6,1744,1650
2160,2,3,5,2,2,3,1,12000,2,6,5,3,5,2,1,3,1,12000,2,6,5,1157,1236
2161,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,0,2,1,1,-2,2,2,8,1180,1040
2162,1,4,3,2,2,-4,1,32000,1,6,8,4,3,2,1,-4,1,38000,1,6,8,2620,2600
2163,2,6,3,4,3,-4,1,52000,3,6,9,6,2,4,3,-4,1,51000,2,6,9,2444,2496
2164,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,2,2,-4,1,-4,1,6,7,0,390
