PUBID,GENDER,ENROLL_STAT_2010,HH_SIZE_2010,HIGHEST_DEGREE_2010,MARITAL_STAT_2010,BIO_CHILD_HH_2010,URBAN-RURAL_2010,INCOME_2010,GENERAL_HEALTH_2010,HOURS_PER_WEEK_COMPUTER_2010,HOURS_PER_NIGHT_SLEEP_2010,ENROLL_STAT_2011,HH_SIZE_2011,HIGHEST_DEGREE_2011,MARITAL_STAT_2011,BIO_CHILD_HH_2011,URBAN-RURAL_2011,INCOME_2011,GENERAL_HEALTH_2011,HOURS_PER_WEEK_COMPUTER_2011,ENROLL_STAT_2011,TOTAL_HOURS_WORKED_2010,TOTAL_HOURS_WORKED_2011
7208,2,3,4,2,2,-4,1,-2,1,6,6,3,5,2,2,-4,1,-2,1,1,9,1930,2546
7209,1,4,3,2,3,1,1,45000,2,5,6,4,3,2,3,1,1,45000,2,6,6,0,0
7210,1,11,2,4,2,-4,1,47000,2,6,7,11,5,4,1,-4,1,37000,1,4,7,1640,400
7211,2,4,6,2,3,4,1,19000,3,3,5,9,7,2,3,4,1,17000,3,6,5,2010,2226
7212,1,3,3,2,2,-4,1,25000,4,4,5,3,3,2,2,-4,1,30000,3,2,5,2386,2415
7213,2,4,2,2,7,-4,1,37000,1,3,6,4,1,2,8,-4,0,36000,1,3,7,2359,2744
7214,1,1,3,0,2,-4,0,20000,1,1,6,1,3,0,2,-4,0,-4,1,1,7,920,70
7215,2,4,3,2,2,-4,1,34000,4,3,7,4,2,2,2,-4,1,32000,3,3,7,3617,3813
7216,1,4,1,2,2,-4,1,19000,2,3,6,4,1,2,2,-4,1,19000,2,5,8,2040,2448
7217,2,6,2,4,2,-4,1,41000,1,6,8,6,1,4,2,-4,1,40000,1,6,5,2320,2120
7218,2,3,4,2,2,-4,1,-4,3,1,9,3,4,2,2,-4,1,-4,2,1,8,0,0
7219,1,3,1,2,2,-4,0,8000,4,3,5,3,1,2,2,-4,1,20000,4,3,5,6656,2244
7220,1,2,10,1,7,4,1,30000,3,4,6,2,5,1,7,2,1,15000,4,3,6,1775,1060
7221,1,7,3,5,3,1,1,25000,3,6,4,7,3,5,3,1,1,40000,2,6,2,2042,3438
7222,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3380,3445
7223,1,11,4,4,3,2,1,-4,3,6,6,11,4,4,3,2,1,22000,1,6,6,325,1055
7224,1,3,4,2,3,2,1,38000,2,4,7,3,4,2,3,2,1,61000,2,6,6,2720,3350
7225,1,6,4,4,1,2,1,72000,1,6,5,6,4,4,1,2,1,56000,2,6,5,2400,2090
7226,2,6,5,4,3,1,1,13000,2,2,5,6,5,4,3,1,1,12000,2,3,6,1090,1355
7227,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,4,0,1,2,1,40000,1,4,7,2444,2491
7228,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,2,4,-4,1,30000,2,6,7,0,0
7229,1,3,1,2,2,-4,1,-2,2,1,6,3,1,2,2,-4,1,41000,3,1,6,3380,3095
7230,2,1,2,0,1,0,1,-4,5,1,8,1,2,0,2,0,1,-4,4,1,7,0,0
7231,1,1,5,0,2,-4,1,-4,5,1,8,1,1,0,2,-4,1,1000,5,1,8,0,0
7232,2,1,5,0,2,4,1,-4,4,6,6,1,5,0,2,4,1,-4,4,3,8,0,0
7233,1,1,4,0,1,2,1,8000,4,3,6,1,4,0,1,2,1,6000,1,3,7,840,1595
7234,1,1,5,0,2,-4,0,-4,3,1,8,8,5,0,2,-4,0,-4,4,1,9,0,0
7235,2,4,11,2,2,2,1,7500,3,3,7,4,3,2,4,2,1,8000,2,3,6,1040,2341
7236,2,2,2,1,7,-4,1,-4,3,6,8,2,2,1,7,-4,1,-4,4,6,8,0,0
7237,2,4,3,2,3,1,0,-4,3,6,7,4,3,2,3,1,0,40000,3,6,6,2000,2085
7238,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7239,1,4,6,2,8,0,1,-4,4,6,8,4,5,2,8,0,1,-4,5,3,8,0,0
7240,2,4,4,1,1,2,1,14000,3,2,8,4,5,1,1,3,1,19000,3,1,9,2274,1126
7241,2,3,8,2,7,3,1,-4,3,1,8,3,5,2,7,3,1,-4,2,1,8,0,0
7242,1,4,2,2,2,-4,1,42000,1,4,8,4,1,2,2,-4,1,52000,1,6,8,2340,2140
7243,2,3,7,2,2,2,1,36000,1,6,6,3,7,2,2,2,1,28000,3,6,7,2080,2120
7244,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,6,0,1,4,1,22000,3,6,8,2080,2120
7245,1,2,4,1,3,0,1,2000,3,6,5,2,4,1,3,0,1,14000,4,6,4,2140,2550
7246,1,4,6,2,3,2,1,58000,4,2,8,4,6,2,3,2,1,71000,4,4,8,3260,3998
7247,1,8,1,0,2,1,0,-4,2,1,8,8,1,0,2,0,0,-4,1,1,8,0,0
7248,1,2,1,1,2,0,1,-4,3,6,9,2,5,1,2,3,1,-4,3,2,10,0,0
7249,1,2,4,1,2,0,1,-4,2,1,6,2,4,1,2,0,1,0,1,6,6,0,0
7250,1,2,1,1,2,0,0,-4,1,1,7,2,1,1,2,0,0,-4,1,1,8,0,0
7251,1,2,5,1,1,3,1,46000,4,4,5,2,5,1,1,3,0,50000,3,4,5,2600,2730
7252,1,4,1,2,2,-4,1,14300,2,6,7,4,1,2,2,-4,1,13000,3,6,6,2100,420
7253,1,9,5,1,1,3,1,-4,2,2,8,4,8,1,1,3,1,209,4,2,6,240,757
7254,1,3,2,2,3,0,1,40000,2,4,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3914,-3
7255,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7256,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5408,5512
7257,1,6,2,4,3,0,1,65000,2,6,7,6,2,4,3,0,0,70000,3,6,8,984,2645
7258,2,6,2,4,2,-4,1,34000,2,6,8,6,2,4,2,-4,1,46000,1,6,7,2080,2120
7259,1,10,2,2,1,-4,1,30000,4,6,6,4,2,2,3,-4,1,30000,4,3,7,2080,2200
7260,1,2,3,1,2,-4,1,-4,4,3,8,2,3,1,2,-4,1,-4,3,5,6,0,0
7261,1,3,3,2,2,-4,1,-2,1,6,8,3,3,2,2,-4,1,-2,1,6,8,2605,2803
7262,2,4,4,2,4,1,1,30000,2,6,6,4,4,2,4,1,1,25000,3,6,6,2080,2120
7263,2,1,5,0,2,4,1,14000,2,1,8,1,5,0,2,4,1,-4,2,1,7,342,1480
7264,2,1,2,0,2,-4,1,28000,1,6,8,1,2,0,2,-4,0,35000,3,6,8,2305,2195
7265,1,2,5,1,1,-4,0,22000,3,4,6,2,5,1,1,-4,0,27000,3,3,5,2100,2340
7266,1,1,3,0,1,1,0,-4,1,3,6,1,3,0,1,1,0,7000,3,4,5,1230,2995
7267,1,3,6,2,2,0,0,-4,1,3,8,3,6,2,2,0,0,-4,1,6,8,0,0
7268,2,4,3,2,1,1,2,-4,1,4,7,4,3,2,1,1,1,-4,1,6,8,0,408
7269,2,3,3,2,3,1,0,14000,3,6,6,3,3,2,3,1,0,20000,3,6,8,2039,1720
7270,2,10,4,2,2,1,1,-4,4,4,6,10,3,2,2,1,1,-4,3,6,6,0,0
7271,1,4,2,2,1,-4,1,35000,2,3,5,4,1,2,2,-4,1,38000,2,3,5,4025,3345
7272,1,4,4,2,2,-4,0,-4,2,3,8,4,4,2,2,-4,0,-4,1,2,12,0,0
7273,2,3,3,2,2,1,0,7000,4,6,8,3,2,2,2,1,1,1700,4,6,7,1680,2160
7274,1,3,2,2,2,0,0,10000,3,1,6,3,2,2,2,0,0,30000,2,1,7,3090,-3
7275,2,9,4,2,2,2,0,-4,2,4,6,9,4,2,2,2,0,-4,2,4,7,0,0
7276,1,2,3,1,2,0,0,12000,3,1,8,2,3,1,2,0,0,15000,2,2,5,1722,2632
7277,1,2,3,1,2,0,0,15000,4,4,8,2,3,1,2,0,0,8000,3,3,6,640,2760
7278,1,4,3,2,2,-4,0,-4,2,4,8,10,3,2,2,-4,0,-4,3,4,6,0,0
7279,2,6,5,4,2,1,1,27000,1,6,6,6,5,4,2,1,1,28000,1,6,7,1790,1900
7280,1,3,5,2,2,-4,1,-4,3,1,8,3,3,2,2,0,1,-4,5,5,8,0,0
7281,2,10,2,2,2,1,0,-4,4,6,8,4,2,2,2,1,0,5000,4,6,8,160,1800
7282,1,1,3,0,2,3,1,-4,4,1,10,1,3,0,2,3,1,-4,3,1,7,925,-3
7283,1,1,2,0,1,0,1,-4,1,1,8,1,2,0,1,0,1,4000,3,1,8,320,2285
7284,2,3,3,2,1,-4,1,23000,3,6,8,3,3,2,1,-4,1,28000,3,6,6,2123,2360
7285,1,6,3,4,2,0,0,25000,2,4,8,6,3,4,2,0,0,35000,2,6,8,2120,2160
7286,2,11,2,4,2,1,1,-4,3,3,6,7,2,5,2,1,1,-4,2,6,6,0,1090
7287,1,2,1,1,2,0,1,-4,3,2,8,2,2,1,2,0,1,-4,3,4,8,0,0
7288,1,1,4,0,1,2,1,-4,4,5,8,1,4,0,1,2,1,-4,3,4,9,0,0
7289,1,4,2,2,1,-4,1,30000,3,5,6,4,2,2,1,-4,1,32000,3,5,7,2006,2859
7290,1,6,1,4,2,-4,1,20000,2,6,5,6,1,4,2,-4,1,27000,2,6,5,2082,2213
7291,2,5,3,3,3,1,1,6000,1,6,7,5,6,3,3,1,1,26000,2,6,6,1904,2160
7292,1,6,2,4,8,0,1,45000,2,6,6,6,2,4,8,0,1,43000,2,6,5,2080,2120
7293,2,6,1,4,2,-4,1,25000,4,6,6,6,1,4,2,-4,1,26000,4,6,5,1480,2120
7294,2,6,4,4,2,1,1,33000,3,6,5,6,2,4,2,1,1,25000,5,6,5,2000,2068
7295,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7296,2,7,2,5,2,-4,1,39000,2,6,6,7,2,5,2,-4,1,36320,2,6,6,2600,2618
7297,1,1,3,0,2,0,1,-4,1,1,8,1,3,0,2,0,1,-4,1,1,4,0,0
7298,1,1,6,0,3,4,1,-4,1,1,8,1,6,0,3,4,1,-4,3,1,8,0,0
7299,1,6,2,4,2,-4,1,46000,2,5,8,11,2,4,2,-4,1,42000,3,6,6,2120,2120
7300,1,1,1,0,4,1,1,-4,1,1,1,1,1,0,8,0,1,-4,1,6,7,200,0
7301,2,4,3,2,2,1,1,38000,2,6,8,4,3,2,2,1,1,42960,2,6,8,2080,2120
7302,2,4,4,2,2,-4,1,7000,3,5,8,4,3,2,2,-4,1,-4,4,4,8,0,0
7303,2,6,4,4,2,1,1,-4,2,6,10,11,2,4,2,1,1,-4,2,6,8,0,650
7304,2,4,3,2,2,1,1,40000,3,6,5,10,3,2,2,1,1,39000,3,6,5,2080,2120
7305,2,4,4,2,2,1,1,28000,2,6,6,4,4,2,2,1,1,28000,2,6,7,2456,2169
7306,2,4,2,2,3,-4,1,-2,2,6,8,4,3,2,8,-4,1,-2,2,6,7,1995,1880
7307,1,5,1,3,2,-4,1,55000,1,5,5,5,1,3,2,-4,1,-2,2,6,7,0,0
7308,1,6,1,4,2,-4,0,-1,1,6,7,6,1,4,2,-4,0,-1,1,6,7,2080,2120
7309,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7310,1,1,3,0,2,-4,1,-4,1,3,8,1,3,0,2,-4,1,-4,3,3,6,0,640
7311,1,4,1,2,2,-4,1,3000,2,2,8,4,1,2,2,-4,1,-4,2,2,7,0,1260
7312,1,4,5,2,3,3,1,30000,3,6,6,4,5,2,3,3,1,45000,3,6,5,3592,3696
7313,2,6,3,4,1,1,1,25000,3,6,5,6,3,4,1,1,1,27000,3,6,5,2668,2252
7314,1,4,2,2,2,0,1,-4,4,4,6,4,2,2,2,0,1,700,3,6,6,84,2306
7315,1,4,5,1,2,-4,1,48000,2,6,5,4,3,1,1,-4,1,21000,3,6,6,2000,3024
7316,1,1,4,0,2,1,1,-4,1,1,12,1,4,0,2,0,1,-4,1,4,8,0,0
7317,2,1,7,0,1,5,1,-4,4,1,6,1,8,0,1,6,1,-4,4,1,6,0,252
7318,2,4,5,1,3,3,1,17500,3,4,6,4,5,1,4,3,1,18000,4,6,4,2080,2035
7319,2,1,5,0,2,4,1,10000,4,3,10,1,5,0,2,4,1,-4,3,2,10,336,950
7320,1,1,2,0,4,0,1,19000,3,-2,8,1,2,0,4,0,1,24000,3,1,5,2080,2068
7321,2,9,4,2,1,2,1,10500,3,4,7,4,5,2,2,2,0,10000,3,3,8,1456,1576
7322,1,6,3,4,2,-4,1,12000,1,2,5,6,3,4,2,-4,1,15000,2,6,6,1772,2164
7323,1,6,3,4,2,-4,1,17000,1,4,8,6,3,4,2,-4,1,-2,1,3,7,2484,1633
7324,2,11,2,4,3,-4,1,54000,3,5,5,6,3,4,3,1,1,54000,3,5,4,2176,2120
7325,1,9,3,2,2,-4,1,25000,1,5,6,9,3,2,2,-4,1,20000,1,6,6,2577,1221
7326,1,1,2,0,1,0,1,-4,4,2,8,1,2,0,1,0,1,-4,3,6,7,0,0
7327,2,4,6,1,2,4,1,8000,3,2,4,4,6,1,2,4,1,6000,3,5,8,965,1441
7328,2,3,5,2,2,4,1,10800,4,2,3,3,5,2,2,4,1,-4,3,1,4,618,1250
7329,2,3,4,2,1,2,0,-4,3,1,-2,3,4,2,1,2,0,-4,4,1,-2,0,0
7330,2,4,2,2,2,-4,1,26000,4,6,6,4,1,2,2,-4,1,30000,2,6,4,0,0
7331,1,3,5,2,1,3,1,25000,3,6,6,3,5,2,1,3,1,27000,2,6,6,1530,815
7332,1,1,1,0,8,0,1,-4,1,1,8,1,1,0,8,0,1,-4,1,1,6,2552,0
7333,2,3,3,2,2,-4,0,-4,2,3,8,3,3,2,2,-4,0,21000,2,4,8,2080,1296
7334,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7335,1,3,4,2,2,-4,0,25000,2,6,6,3,4,2,2,-4,0,35000,2,4,6,2080,1960
7336,1,10,4,2,2,-4,0,4000,2,4,7,10,4,2,2,-4,0,15000,3,4,7,910,1750
7337,1,9,1,2,2,0,0,-4,3,1,9,4,1,2,2,0,0,-4,3,5,5,0,1260
7338,1,2,4,1,3,2,0,-4,5,4,4,2,4,1,3,2,0,-4,4,3,5,0,0
7339,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2860,2915
7340,2,3,2,2,3,-4,1,40000,2,6,6,3,3,2,3,1,0,42000,3,6,5,2620,1390
7341,2,3,4,2,3,1,1,-4,2,3,6,3,3,2,3,1,1,20000,2,3,8,0,2140
7342,1,2,1,1,2,-4,2,-4,3,1,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
7343,1,4,3,2,3,1,1,-2,2,6,6,4,3,2,3,1,2,24000,2,4,7,2080,1900
7344,2,3,5,2,2,1,1,25000,2,3,6,3,5,2,2,1,1,22000,2,2,6,2080,2120
7345,1,2,4,1,3,2,1,10000,3,4,8,2,5,1,3,2,1,20000,2,2,8,680,3750
7346,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7347,1,3,3,2,2,-4,1,60000,2,6,6,3,3,2,2,-4,1,72000,3,6,5,3120,3180
7348,2,6,2,4,1,-4,1,27000,2,6,5,6,2,4,1,-4,1,35000,1,6,5,2424,2120
7349,1,2,6,1,3,3,1,15000,1,2,6,2,2,1,8,0,1,20000,3,3,5,2101,2255
7350,1,2,4,1,3,2,1,25000,3,5,6,9,4,1,3,2,1,20000,3,4,6,1640,2125
7351,2,6,1,4,2,-4,1,27000,2,5,7,6,2,4,2,-4,1,3000,2,6,7,2160,2740
7352,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4108,3947
7353,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7354,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,0,2,0,1,24000,3,3,6,2040,0
7355,1,2,1,1,2,-4,1,-2,2,1,9,2,1,1,2,-4,1,20000,1,1,7,2040,1060
7356,1,10,2,3,2,0,1,-4,2,6,6,5,1,3,2,0,1,25000,2,6,8,901,2303
7357,2,3,3,2,2,1,1,5000,3,6,7,3,3,2,2,1,1,20000,4,6,5,1528,2120
7358,1,3,3,2,2,-4,1,8000,4,4,6,3,3,2,2,-4,1,600,2,5,8,180,1820
7359,2,3,2,2,2,-4,1,-2,1,4,9,3,2,2,2,-4,1,4000,1,4,8,1350,1883
7360,1,9,4,2,3,2,1,35000,3,6,8,5,4,3,3,2,1,38000,3,6,6,2096,2961
7361,1,1,5,0,3,3,1,20000,1,3,8,1,5,0,3,3,1,24000,3,5,8,2394,-3
7362,1,5,1,3,2,-4,1,80000,1,6,6,6,2,4,1,-4,1,146002,1,6,8,3505,3445
7363,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7364,1,9,6,2,3,1,1,21000,2,6,7,4,6,2,3,1,1,22000,3,6,6,2080,2120
7365,2,9,5,2,3,3,1,16782,1,6,6,9,5,2,3,3,1,-2,1,6,3,826,1611
7366,2,6,8,4,2,-4,0,38000,4,3,6,6,6,4,2,-4,0,33000,4,6,5,2355,2700
7367,2,5,5,3,3,3,1,16000,3,3,6,5,4,3,4,3,1,26500,3,5,6,2585,2385
7368,2,5,3,3,2,2,1,28000,1,6,8,5,3,3,2,2,1,32000,3,6,8,1860,2120
7369,1,3,1,2,3,1,1,60000,1,5,6,3,5,2,3,1,1,56025,1,1,8,2705,3305
7370,2,3,5,2,2,2,1,-2,2,1,12,3,3,2,2,2,1,-2,3,1,12,3849,968
7371,2,4,4,2,1,2,1,1000,1,2,8,4,4,2,1,2,1,15000,1,3,7,1406,-3
7372,1,10,4,2,3,2,1,20000,3,4,6,10,4,2,3,2,1,-4,2,1,6,2570,2385
7373,2,6,3,4,2,1,1,33000,2,6,6,6,3,4,2,1,1,15000,2,6,6,3025,2120
7374,2,4,3,2,2,-4,1,-2,4,4,8,4,3,2,2,-4,1,-2,4,5,7,1825,2065
7375,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,1,2,0,1,9000,1,5,6,500,0
7376,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,2,3,-4,0,36000,1,4,8,0,0
7377,1,2,5,1,-3,2,1,-4,1,6,8,9,6,1,4,2,1,4000,1,1,8,160,152
7378,2,9,5,2,1,2,1,5000,1,6,9,9,6,2,1,3,1,-4,1,2,8,0,0
7379,2,10,3,2,8,2,0,16000,4,5,7,10,4,2,7,2,0,19000,2,4,7,2080,2195
7380,2,5,3,3,1,1,1,1200,4,6,6,5,4,3,1,1,1,-2,4,6,3,2875,3120
7381,2,6,1,4,2,-4,1,-4,3,6,8,6,1,4,2,-4,1,-4,1,4,8,400,0
7382,2,3,5,2,2,1,1,0,2,3,8,3,5,2,2,1,1,-2,4,4,6,1833,1225
7383,1,-3,3,4,1,1,1,-4,1,6,6,6,3,4,1,1,1,48000,3,4,8,200,2120
7384,2,3,5,2,2,1,1,15000,2,3,8,3,5,2,2,1,1,15000,1,2,8,2022,1935
7385,2,6,4,4,2,1,1,14000,2,3,6,11,4,4,2,1,1,21000,2,5,6,2080,2120
7386,1,4,1,2,2,-4,1,25000,3,1,7,-3,4,2,3,-4,0,34000,2,1,5,2080,2504
7387,1,3,1,2,2,-4,1,0,2,3,-2,3,1,2,2,-4,1,-2,3,3,8,2080,2120
7388,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2120
7389,1,7,1,5,2,-4,1,22000,2,5,5,7,1,5,2,-4,1,28000,2,6,5,2187,1080
7390,2,4,1,2,2,-4,1,15000,1,4,8,4,1,2,2,-4,1,23000,2,6,8,2070,3370
7391,2,-3,4,-3,2,-4,1,-4,2,3,8,-3,3,-3,2,-4,1,-4,3,5,10,0,0
7392,2,6,2,4,3,-4,0,60888,3,2,7,6,1,4,4,-4,1,-4,1,4,6,640,0
7393,1,6,3,4,2,-4,1,60000,1,6,6,6,3,4,2,-4,1,57444,1,6,5,3075,3080
7394,1,4,1,2,4,-4,1,-4,2,1,8,9,1,2,4,-4,1,-4,2,1,8,0,0
7395,2,7,4,5,2,-4,1,33000,2,6,8,7,4,5,2,-4,1,55000,2,6,6,2080,2120
7396,1,3,5,2,2,0,1,9000,3,4,8,3,5,2,2,0,1,17000,2,1,6,2080,2650
7397,1,1,6,0,2,-4,1,4000,1,6,8,1,6,0,2,0,1,-4,1,5,8,0,0
7398,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,3,1,2,0,1,-4,1,-2,8,2040,0
7399,2,4,4,2,2,3,0,13000,2,4,7,4,4,2,2,3,0,-2,3,1,6,1918,1892
7400,2,1,1,0,2,-4,1,-4,3,1,8,1,3,0,2,-4,0,-4,1,2,8,0,0
7401,2,4,2,2,8,1,1,3816,3,6,8,4,2,2,8,1,1,15000,3,5,6,2080,2120
7402,1,10,6,2,8,4,0,45000,2,6,4,10,6,2,7,4,0,41000,2,6,4,2632,2600
7403,1,4,1,2,2,-4,1,25000,3,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2600,2650
7404,2,3,3,2,2,1,1,35000,2,6,5,4,5,2,2,1,1,40000,2,1,6,1140,1160
7405,1,2,3,1,2,-4,1,17500,1,2,6,2,6,1,2,-4,1,1500,4,1,6,840,0
7406,2,2,4,1,1,2,0,9600,3,1,6,2,3,1,2,2,1,-4,2,1,8,1560,30
7407,2,1,4,0,1,2,1,7000,2,2,5,1,7,0,1,2,1,8000,3,6,6,480,600
7408,2,3,5,2,3,3,1,24000,1,3,5,3,6,2,3,4,1,12000,3,3,4,615,80
7409,2,1,2,0,2,1,1,-4,2,2,6,1,3,0,2,2,1,1200,2,1,5,-3,-3
7410,2,2,2,1,1,-4,1,-4,3,1,3,2,2,1,2,-4,1,-4,2,1,5,0,0
7411,2,4,4,2,2,3,1,-4,4,1,10,4,5,2,2,3,1,-4,4,6,7,0,0
7412,1,5,3,3,1,1,1,40000,2,6,8,5,3,3,1,1,1,25000,1,6,6,860,1185
7413,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2000,2120
7414,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7415,1,3,4,2,3,2,1,60000,3,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,840,0
7416,1,1,7,0,3,1,1,46000,4,4,6,1,7,0,3,1,1,31000,3,3,6,2184,2223
7417,1,2,5,1,3,1,1,20000,2,5,9,2,5,1,3,1,1,-4,3,6,8,0,906
7418,1,4,4,2,3,2,1,43000,2,6,6,4,4,2,3,2,1,40000,2,6,6,1846,2276
7419,2,4,4,2,3,1,1,60000,1,5,7,4,4,2,3,1,1,32000,2,6,7,2230,2078
7420,2,6,4,4,3,2,1,26000,1,6,6,6,4,4,3,2,1,50000,1,6,5,2120,1990
7421,1,4,5,2,3,2,1,79000,3,6,7,4,4,2,3,2,1,77000,3,6,8,2080,1720
7422,2,4,4,2,3,2,1,45000,1,6,7,4,4,2,3,2,1,-2,1,6,7,2056,1616
7423,1,1,5,0,1,3,1,-4,1,3,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
7424,1,2,4,1,3,1,1,33000,4,2,6,2,4,1,3,1,1,32000,3,3,5,3306,2120
7425,1,3,4,2,2,-4,1,-4,4,3,3,3,4,2,2,-4,1,-4,5,5,4,0,0
7426,1,4,3,-3,1,1,1,30000,2,6,8,4,6,-3,1,1,1,2500,2,6,8,273,2003
7427,1,1,4,0,3,2,1,2400,3,1,6,1,4,0,3,2,1,10000,3,1,6,1496,1459
7428,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3355,3445
7429,2,2,4,1,2,-4,1,-4,2,5,7,2,3,1,2,-4,1,-2,1,4,6,1910,2080
7430,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,5,2,1,3,1,-2,5,1,7,-3,599
7431,1,6,3,4,1,-4,1,130254,2,6,6,6,2,4,1,-4,1,36000,4,6,7,565,2650
7432,2,11,1,4,2,-4,1,34000,2,6,7,11,1,4,2,-4,1,-2,3,6,6,1080,0
7433,1,10,3,2,2,-4,1,14000,2,6,5,10,3,2,2,-4,1,15000,2,6,5,1862,2127
7434,2,4,4,2,3,2,0,-4,1,4,6,4,4,2,3,2,0,-4,2,4,6,1024,660
7435,1,3,1,2,2,-4,1,-2,2,6,7,3,1,2,2,-4,1,52000,2,6,7,2080,2120
7436,1,1,2,0,2,-4,1,-4,3,1,7,1,2,0,2,-4,1,-4,3,1,9,0,0
7437,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
7438,2,9,2,2,2,-4,1,28000,3,6,6,9,2,2,2,-4,1,42000,2,3,7,2110,45
7439,1,2,1,1,2,-4,1,27000,4,4,8,2,2,1,1,-4,1,32000,3,6,8,2234,2202
7440,2,4,4,2,3,1,1,46000,3,6,7,4,4,2,3,1,1,45000,2,6,6,1760,1800
7441,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7442,1,4,5,2,3,3,1,51000,2,3,6,4,5,2,3,3,1,45000,3,3,6,1720,2080
7443,2,9,2,2,-3,-4,1,11000,4,2,6,4,2,2,-3,-4,1,-4,4,4,5,0,0
7444,2,4,7,2,3,1,1,32000,3,6,7,4,5,2,3,1,1,24000,2,1,7,2800,2155
7445,2,4,4,2,3,2,1,23000,1,6,8,4,4,2,3,2,1,23000,3,3,8,2080,2120
7446,2,10,5,2,1,3,1,26000,2,6,8,4,5,2,1,3,1,26000,2,6,8,2080,2120
7447,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1600,432
7448,1,4,5,2,1,2,1,-2,2,4,-2,9,5,2,1,2,1,-2,1,6,8,1640,2750
7449,1,4,2,2,2,0,1,-2,3,2,7,4,4,2,1,0,1,1600,3,6,7,984,800
7451,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,5,0,2,0,1,-2,3,1,7,-3,-3
7452,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,3,2,1,1,1,55000,2,6,8,2080,2135
7453,1,9,3,2,8,-4,1,-4,4,2,6,4,1,2,8,-4,1,-4,4,1,6,0,0
7454,2,3,5,2,3,3,1,800,4,3,8,3,5,2,3,3,1,-4,2,3,6,266,0
7455,1,3,5,2,3,1,1,48000,3,6,8,3,4,2,3,1,1,50000,3,6,7,2524,2747
7456,2,9,2,2,2,-4,1,23000,3,4,8,9,2,2,2,-4,1,23000,3,4,9,1648,1584
