PUBID,GENDER,ENROLL_STAT_2010,HH_SIZE_2010,HIGHEST_DEGREE_2010,MARITAL_STAT_2010,BIO_CHILD_HH_2010,URBAN-RURAL_2010,INCOME_2010,GENERAL_HEALTH_2010,HOURS_PER_WEEK_COMPUTER_2010,HOURS_PER_NIGHT_SLEEP_2010,ENROLL_STAT_2011,HH_SIZE_2011,HIGHEST_DEGREE_2011,MARITAL_STAT_2011,BIO_CHILD_HH_2011,URBAN-RURAL_2011,INCOME_2011,GENERAL_HEALTH_2011,HOURS_PER_WEEK_COMPUTER_2011,ENROLL_STAT_2011,TOTAL_HOURS_WORKED_2010,TOTAL_HOURS_WORKED_2011
1134,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,108,1908
1135,1,6,2,4,1,-4,1,130254,1,6,6,6,2,4,3,-4,1,146002,2,6,7,3125,4470
1136,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1137,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1138,2,6,4,4,2,-4,1,30000,2,3,8,6,2,4,2,-4,1,-2,2,6,8,2336,1581
1139,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1140,1,7,2,7,2,-4,1,130254,1,6,7,7,2,7,2,-4,1,146002,1,6,7,3366,2826
1141,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1142,1,1,2,0,2,0,1,-4,2,1,8,1,2,0,2,0,1,-4,2,1,8,0,0
1143,2,5,3,3,2,2,0,60000,3,6,7,10,3,3,2,2,0,60000,3,6,6,0,1568
1144,2,2,4,1,2,1,0,29000,2,6,7,2,4,1,2,1,0,27000,2,6,6,1840,2436
1145,2,6,3,4,8,1,1,75000,3,6,7,6,3,4,8,1,1,82000,3,6,6,2249,2157
1146,2,6,3,4,2,-4,1,36000,4,6,6,6,3,4,2,-4,1,35000,3,6,7,1910,1710
1147,1,7,2,5,2,0,0,50400,2,6,7,7,2,5,2,0,0,53000,2,6,7,2390,2650
1148,2,3,3,2,1,1,1,30000,1,6,6,3,4,2,1,2,1,30000,1,6,5,2080,2120
1149,2,7,2,6,3,-4,1,60000,2,6,6,7,2,6,3,-4,1,146002,2,6,6,2080,2160
1150,1,10,1,1,2,-4,1,40000,2,6,7,10,1,1,2,-4,1,22000,1,6,7,90,1590
1151,2,11,1,4,2,-4,1,35000,3,6,8,7,2,5,1,-4,1,60000,3,6,8,2126,2120
1152,2,4,5,2,3,1,1,12000,2,5,7,4,5,2,3,1,1,20000,2,6,7,1820,1820
1153,2,3,2,2,1,-4,1,17000,3,5,7,3,2,2,3,-4,1,45000,3,5,8,1600,1682
1154,2,11,3,4,3,1,1,40000,2,3,7,-3,3,4,3,1,1,30000,2,6,7,1949,2083
1155,1,4,5,2,8,1,1,55000,3,3,8,4,5,2,8,1,1,70000,3,3,8,2463,2433
1156,2,3,3,2,1,-4,1,30000,3,6,9,3,2,2,3,-4,1,57000,4,6,8,1768,454
1157,1,5,3,3,8,0,1,23000,2,5,7,10,2,3,3,0,1,25000,2,6,7,1280,1685
1158,1,6,2,4,3,-4,1,68000,1,6,7,6,3,4,3,1,1,64000,2,4,7,-3,2502
1159,1,4,3,2,2,-4,1,-2,3,6,6,4,3,2,2,-4,1,12000,2,6,6,870,532
1160,2,4,1,2,2,-4,1,77500,3,6,7,4,1,2,2,-4,1,80000,3,6,5,2600,2800
1161,1,3,2,2,1,-4,1,70000,1,6,7,10,2,2,1,-4,1,55000,1,6,8,0,0
1162,1,6,2,4,1,-4,1,47000,3,6,7,6,2,4,1,-4,1,48000,2,6,7,2290,1600
1163,1,6,2,4,2,-4,1,45000,2,3,6,6,2,4,3,-4,1,47000,2,6,6,2200,2915
1164,1,6,6,4,2,-4,1,20000,3,6,8,6,6,4,2,-4,1,-4,3,6,8,2600,2475
1165,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,2,4,3,-4,1,45000,2,6,7,2340,2385
1166,2,6,1,4,2,-4,1,40000,3,4,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,1240
1167,1,4,4,2,3,2,1,130254,2,6,8,4,4,2,3,2,1,146002,2,4,8,2340,2465
1168,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1169,2,4,2,2,2,-4,1,6000,2,4,8,4,2,2,2,-4,1,22000,3,6,8,1344,1696
1170,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1171,1,11,3,5,3,1,1,65000,1,6,6,11,5,5,3,1,1,65000,2,6,7,2080,2360
1172,1,3,3,2,2,-4,1,0,3,4,8,3,2,2,2,-4,1,500,3,4,7,1916,1325
1173,2,6,3,4,2,-4,1,45000,2,6,7,6,1,4,2,-4,1,25000,3,6,6,1848,2320
1174,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1175,2,6,2,4,3,-4,1,37500,1,6,8,6,2,4,3,-4,1,35000,1,6,8,2068,1988
1176,1,6,2,4,1,1,1,25000,4,4,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2120
1177,2,11,1,4,2,-4,1,-2,2,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,584,610
1178,1,4,2,2,1,-4,1,-4,1,4,6,4,2,2,1,-4,1,-4,1,4,6,0,0
1179,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1180,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
1181,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1182,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,2,3,3,-4,1,20000,3,6,6,1956,1634
1183,1,3,2,2,1,-4,1,42000,3,3,7,3,2,2,3,-4,1,45000,3,4,7,2040,2676
1184,1,9,2,2,2,-4,1,-4,2,6,7,9,2,2,2,-4,1,9800,3,4,5,442,-3
1185,1,4,1,2,2,-4,1,8000,3,3,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1950,0
1186,1,6,1,4,2,-4,1,130254,2,6,7,6,1,4,2,-4,1,146002,1,6,7,3120,3090
1187,2,6,2,4,2,-4,1,37000,3,6,8,6,2,4,2,-4,1,40000,3,6,7,2080,2120
1188,2,6,2,4,2,-4,1,38000,2,6,8,6,2,4,2,-4,1,46000,2,6,8,2080,2120
1189,1,7,3,5,2,-4,1,12700,2,6,7,7,3,5,2,-4,1,30000,2,4,7,6316,4546
1190,2,9,2,2,2,1,1,46800,3,6,7,9,2,2,2,1,1,35000,3,6,7,2398,1825
1191,1,4,4,2,7,0,1,39000,1,6,6,4,4,2,7,0,1,35000,1,6,4,2080,2120
1192,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
1193,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,2,2,-4,1,50000,1,6,5,2060,2832
1194,2,4,4,2,2,-4,1,-4,5,3,10,4,4,2,2,-4,1,-4,5,3,8,0,0
1195,1,3,4,2,2,0,1,-2,3,6,8,3,3,2,2,0,1,41000,2,3,6,3560,3219
1196,1,3,4,2,2,0,1,32000,2,3,6,3,2,2,2,1,1,30000,3,4,6,3070,2650
1197,2,8,3,0,1,1,1,0,2,1,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,911,2016
1198,1,3,3,2,3,1,1,-4,3,6,8,3,4,2,3,1,1,-4,3,6,6,0,0
1199,1,3,3,2,1,-4,1,18000,3,1,7,3,4,2,1,1,1,-2,3,3,6,2075,2860
1200,2,10,3,3,8,-4,1,42000,3,5,6,10,3,3,8,-4,1,20000,3,6,4,0,1848
1201,1,4,1,1,8,0,1,-4,1,1,4,4,1,1,8,0,1,-2,1,1,3,3612,3066
1202,1,3,3,2,3,1,1,2500,3,4,7,3,3,2,3,1,1,22000,2,2,6,2240,2319
1203,2,1,5,0,1,3,1,-4,1,4,8,1,5,0,1,3,1,-4,1,6,9,0,0
1204,1,1,1,0,2,0,1,-4,3,1,4,1,1,0,2,0,1,26000,4,6,5,1560,1530
1205,2,10,4,3,2,0,1,-2,2,5,6,10,5,3,2,3,1,32000,1,5,9,2072,432
1206,2,9,3,2,2,2,1,-4,2,6,5,9,3,2,2,2,1,4800,2,6,5,1470,295
1207,1,4,3,2,2,1,1,-4,1,6,6,4,3,2,1,1,1,-4,1,6,5,296,2011
1208,1,10,2,2,2,0,1,20000,1,6,5,10,2,2,2,0,1,2000,1,6,4,280,2120
1209,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,104,106
1210,1,1,4,0,2,0,1,4000,1,3,6,1,2,0,1,0,1,3000,2,2,7,360,992
1211,1,1,3,0,2,2,1,-4,2,1,6,2,3,1,2,0,1,-4,3,1,6,2010,1700
1212,2,1,4,0,2,3,1,-4,2,6,9,1,4,0,2,3,1,-4,3,3,9,0,0
1213,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1214,1,3,3,2,2,-4,1,300,4,1,8,3,3,2,2,-4,1,340,4,4,11,736,120
1215,1,6,2,4,2,-4,1,20000,3,6,0,6,2,4,2,-4,1,40000,3,4,5,3975,1984
1216,2,10,3,2,4,2,1,-4,4,6,8,10,3,2,4,2,1,-4,5,4,6,0,0
1217,1,3,2,2,2,-4,1,-4,1,3,3,3,4,2,1,-4,1,-4,1,4,4,-3,440
1218,1,3,2,2,3,-4,1,42000,3,6,6,3,2,2,3,-4,1,47000,2,6,5,1560,2070
1219,1,1,4,0,2,0,1,-2,3,1,7,1,4,0,2,0,1,0,4,2,5,648,950
1220,2,4,2,2,2,0,1,-2,3,2,6,4,3,2,1,1,1,2662,3,3,8,770,656
1221,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2912,2968
1222,1,2,5,1,1,0,1,-4,2,-1,6,2,2,1,2,0,1,9000,3,3,7,-3,1255
1223,2,4,2,2,2,1,1,46500,2,6,7,9,2,2,2,1,1,45000,1,6,6,2080,2120
1224,1,4,1,2,2,-4,1,-4,3,3,5,4,1,2,2,-4,1,-2,3,6,6,15,-3
1225,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1226,1,4,2,2,1,-4,1,-2,3,6,5,4,2,2,1,-4,1,-2,4,3,6,2199,1750
1227,2,6,1,4,2,-4,0,36000,2,6,6,6,1,4,2,-4,0,65000,1,6,6,0,0
1228,1,7,3,5,3,1,1,39000,1,6,6,7,3,5,3,1,1,40000,2,6,6,2140,2575
1229,2,4,6,2,2,1,1,18000,3,3,7,4,6,2,2,1,1,15000,3,3,6,2327,1350
1230,1,4,2,2,4,-4,1,21500,2,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2000
1231,1,11,3,5,2,-4,1,16000,2,6,8,11,3,5,2,-4,1,16000,1,6,8,230,206
1232,1,6,2,4,1,-4,1,60000,1,5,8,6,2,4,3,-4,1,62000,1,6,8,2080,2320
1233,1,7,2,7,3,-4,1,12000,1,6,7,7,2,7,3,-4,1,50000,1,6,7,2860,2915
1234,1,6,4,4,3,-4,1,14000,3,6,8,6,4,4,3,-4,1,-2,3,6,7,665,2405
1235,1,6,2,4,3,-4,1,75000,2,6,7,6,2,4,3,-4,1,146002,2,6,7,2650,2650
1236,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,200,-4
1237,1,6,3,4,3,1,1,38000,1,6,7,6,3,4,3,1,1,35000,1,6,8,2478,2445
1238,2,3,4,2,1,-4,1,-4,2,6,7,3,2,2,1,-4,1,-4,2,6,7,1560,1555
1239,1,4,3,2,3,1,1,36000,2,6,6,4,3,2,3,1,1,39000,1,6,7,2172,2120
1240,1,6,3,4,2,-4,1,35000,1,6,7,6,2,4,1,-4,1,40000,1,6,7,1801,2162
1241,2,6,2,4,1,-4,1,80000,2,6,7,6,2,4,3,-4,1,80000,2,6,7,2085,2025
1242,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2340,2385
1243,2,11,3,5,2,-4,1,20000,1,6,8,11,3,5,2,-4,1,-4,3,6,7,464,950
1244,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2600,2650
1245,2,10,3,2,2,-4,1,-1,3,6,7,10,3,2,2,-4,1,-1,3,6,6,2229,2216
1246,2,3,3,2,2,-4,1,100,3,6,-2,3,5,2,2,-4,1,-4,3,6,-2,-3,0
1247,1,6,1,4,2,-4,0,-4,2,6,6,6,5,4,2,-4,1,7000,2,6,9,440,1120
1248,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1440,2120
1249,2,6,3,4,3,1,1,12000,1,6,8,6,3,4,3,1,1,1500,1,3,9,660,71
1250,1,4,5,2,2,-4,0,-4,1,6,5,4,5,2,2,-4,0,23000,2,6,6,1740,2554
1251,1,7,2,5,3,-4,1,46000,2,5,7,7,2,5,3,-4,-4,50000,2,6,7,2805,2750
1252,1,9,4,2,2,-4,1,-4,4,6,9,9,4,2,2,-4,1,-4,3,2,8,0,0
1253,2,4,3,2,3,1,1,1120,1,3,8,4,5,2,3,2,1,-4,1,3,8,-3,88
1254,2,11,1,4,2,-4,1,26500,2,6,7,11,1,4,2,-4,1,29000,2,6,6,2880,3115
1255,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1256,2,9,2,1,2,1,1,-4,4,3,4,4,2,1,2,1,1,5000,5,6,4,600,1480
1257,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1820,1625
1258,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1446,4614
1259,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,2,3,-4,1,42000,3,4,6,2080,2120
1260,1,3,2,2,3,0,1,-4,4,4,6,3,3,2,3,0,1,18000,4,-1,5,2402,2378
1261,1,4,5,2,3,3,1,49000,2,6,5,4,5,2,3,3,1,57000,2,6,6,2080,2120
1262,1,4,4,2,3,2,1,34000,2,6,4,4,4,2,3,2,1,40000,1,6,5,0,0
1263,1,4,3,2,1,-4,1,30000,2,3,5,4,2,2,1,-4,1,30000,2,6,6,2500,-3
1264,1,4,3,2,2,-4,1,-4,1,4,8,4,2,2,1,-4,1,-2,1,1,8,1180,2090
1265,2,4,2,2,1,-4,1,39500,3,6,7,4,2,2,1,-4,1,40000,2,6,7,2392,2478
1266,2,4,2,2,2,1,1,-4,3,3,8,4,4,2,1,2,1,700,2,3,8,0,1375
1267,1,7,3,7,2,-4,1,-4,3,6,6,7,3,7,2,-4,1,-4,4,6,6,1735,2915
1268,2,4,2,2,2,-4,1,60000,2,6,9,4,2,2,3,-4,-4,60000,2,6,8,1660,510
1269,2,10,2,2,2,-4,1,33500,3,6,7,10,2,2,1,-4,1,35500,3,6,7,2080,2080
1270,1,6,4,4,3,1,1,31000,1,6,8,6,3,4,3,1,1,32000,1,6,6,2209,2475
1271,2,4,2,1,2,-4,1,35000,2,6,5,4,1,1,2,-4,1,75000,4,6,4,-3,-3
1272,1,1,3,0,2,0,1,-4,2,6,5,1,2,0,2,0,1,-4,2,6,9,790,2420
1273,1,3,4,2,3,-4,1,45000,2,4,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4
1274,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1275,2,1,5,0,1,3,1,10000,3,4,5,1,5,0,1,3,1,5000,4,5,5,1394,1208
1276,2,6,3,4,3,1,0,67500,3,6,7,6,4,4,3,2,0,68000,3,6,5,2080,2120
1277,1,4,4,2,3,-4,1,45000,1,6,6,4,4,2,3,-4,1,50000,1,5,6,3190,3093
1278,1,11,4,4,2,-4,1,-4,3,6,6,7,1,7,2,-4,1,-4,3,6,5,0,2100
1279,1,7,5,5,2,-4,1,80000,3,6,6,7,1,5,2,-4,1,85000,3,6,6,2344,2180
1280,1,3,4,2,2,-4,1,28000,2,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2190,2650
1281,1,6,2,4,2,-4,0,65000,2,6,7,6,4,4,2,-4,1,66000,2,6,8,2465,2380
1282,2,4,1,2,4,-4,0,62000,2,6,5,4,1,2,6,-4,0,70000,2,6,7,2138,2444
1283,1,5,2,3,2,-4,1,-4,1,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,180
1284,1,4,3,1,2,0,1,36000,3,3,8,4,3,1,2,0,1,28000,3,6,7,2280,2080
1285,2,6,3,4,3,1,1,20000,3,6,6,6,4,4,3,2,1,-4,3,6,6,0,5
1286,1,7,3,7,2,-4,1,50929,1,6,6,7,3,7,2,-4,1,60428,1,6,6,2080,2120
1287,1,3,1,2,2,-4,1,-4,2,1,7,3,1,2,2,-4,1,6000,2,3,7,339,2521
1288,1,6,1,4,2,-4,-4,-2,2,6,7,6,1,4,2,-4,-4,146002,1,6,6,2425,3100
1289,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1290,2,7,3,5,3,1,1,47000,2,6,8,7,3,5,3,1,1,42000,2,6,7,1713,1701
1291,1,6,2,4,1,-4,1,25000,3,6,8,6,2,4,1,-4,1,22000,3,6,8,1560,1986
1292,2,6,2,4,2,-4,1,25000,2,6,8,6,2,4,2,-4,1,-2,1,6,6,983,-3
1293,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1294,1,11,1,4,6,-4,1,-4,3,6,8,11,1,4,6,-4,1,5500,2,6,7,672,420
1295,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1296,2,7,3,5,2,-4,1,49000,2,6,5,7,3,5,2,-4,1,49000,2,6,6,3095,2960
1297,1,4,2,2,2,-4,1,33000,3,6,8,4,2,2,2,-4,1,38000,3,6,6,2288,2280
1298,1,1,4,0,3,2,1,0,3,6,6,1,4,0,3,2,1,-2,3,5,6,3760,3180
1299,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1300,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1301,1,6,4,4,2,-4,1,-4,1,6,6,6,4,4,2,-4,1,-4,2,6,7,0,2285
1302,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2340,2385
1303,2,6,3,4,3,-4,1,38500,1,5,8,6,2,4,3,-4,1,42000,1,6,7,2086,2125
1304,1,4,3,2,3,1,1,70000,1,6,5,4,4,2,3,2,1,80000,1,6,4,2860,2860
1305,1,7,2,5,1,-4,1,50000,2,6,4,7,2,5,3,-4,1,65000,2,6,5,3088,3480
1306,2,6,2,4,3,-4,1,58000,2,6,7,6,3,4,3,1,1,90000,3,6,7,2585,2340
1307,2,6,2,4,2,-4,1,36000,3,6,8,6,2,4,2,-4,1,40000,2,6,7,1911,2232
1308,2,6,4,4,2,-4,1,19000,3,6,6,6,4,4,2,-4,1,20000,3,6,6,1476,1249
1309,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,3,1,2,1,1,-4,2,3,7,0,440
1310,1,4,3,1,2,-4,1,-4,3,6,8,4,3,1,2,-4,1,-4,3,6,8,525,0
1311,2,4,3,2,3,1,1,44000,1,6,7,4,3,2,3,1,1,42000,1,6,6,2080,2120
1312,2,4,3,2,2,-4,1,32000,1,6,6,4,2,2,1,-4,1,35000,2,6,6,2268,2397
1313,2,7,1,7,2,-4,1,85000,1,6,8,7,2,7,1,-4,1,-2,1,6,7,3120,3540
1314,2,6,3,4,3,1,0,52100,2,6,7,6,3,4,3,1,0,57500,2,6,7,2236,2279
1315,2,3,2,2,7,-4,1,46000,3,4,7,4,2,2,8,-4,1,30000,1,6,5,-3,908
1316,2,11,2,2,2,-4,1,-4,2,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,2080
1317,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1318,1,10,2,2,3,-4,1,24000,1,6,6,4,2,2,3,-4,1,28000,2,5,6,2032,2722
1319,2,4,3,2,2,-4,1,20300,2,6,6,4,4,2,1,-4,1,21000,2,6,7,2125,2180
1320,1,9,1,2,2,-4,1,32000,2,5,7,4,3,2,1,-4,1,32000,1,5,7,2080,240
1321,1,9,3,2,3,1,0,-4,4,5,6,9,3,2,3,1,0,-4,4,6,6,239,130
1322,2,6,3,4,3,1,1,34050,2,6,5,6,4,4,3,2,1,34000,1,6,7,2350,2620
1323,1,4,7,2,2,-4,0,28000,1,6,6,4,7,2,2,-4,0,25000,1,5,5,1569,1657
1324,2,4,5,2,2,3,1,30000,3,6,6,4,5,2,2,3,1,5000,3,4,6,1820,1380
1325,2,6,2,4,1,-4,1,32000,1,6,6,6,1,4,2,-4,1,40000,1,6,6,2129,2512
1326,1,1,5,0,3,3,1,40000,3,5,6,1,5,0,3,3,1,30000,3,5,6,2155,2340
1327,2,3,4,2,2,1,1,-4,4,3,8,3,5,2,2,2,1,-4,4,6,8,0,0
1328,2,4,5,2,2,2,1,-4,2,2,7,4,5,2,2,2,1,-4,2,3,8,0,0
1329,2,2,3,1,1,1,1,35000,3,4,10,2,4,1,3,2,1,-4,3,6,3,1125,0
1330,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2600,2650
1331,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1332,1,6,3,4,2,-4,1,25000,1,6,5,6,3,4,2,-4,1,30000,1,6,6,2810,1690
1333,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
1334,2,11,2,4,3,-4,1,-1,2,6,8,6,2,4,3,-4,1,-2,2,5,7,2105,2385
1335,1,6,2,4,1,-4,1,68000,1,6,7,6,2,4,3,-4,1,73000,2,6,6,2600,2650
1336,1,6,1,4,2,-4,1,130254,1,6,6,6,2,4,3,-4,1,146002,1,6,7,2840,2650
1337,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1338,2,7,2,5,3,-4,1,38000,1,6,8,7,2,5,3,-4,1,49000,1,6,8,-3,-3
1339,1,6,1,4,2,-4,1,70000,3,6,5,6,1,4,2,-4,1,78000,2,6,6,4110,2815
1340,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1341,1,6,1,4,2,-4,1,27000,3,6,8,6,1,4,2,-4,1,38000,1,6,6,1892,2247
1342,1,7,2,5,3,-4,1,50000,1,6,8,7,2,5,3,-4,1,30000,1,6,7,2160,2755
1343,1,4,2,2,7,0,1,21000,1,6,7,4,2,2,7,0,1,24000,1,6,6,-3,2604
1344,2,3,5,2,2,2,0,28000,3,6,6,3,5,2,2,2,0,37500,4,6,5,2080,2720
1345,2,6,6,4,3,4,1,36175,3,6,5,6,6,4,3,4,1,36000,3,6,5,1993,3180
1346,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1347,2,4,2,2,3,-4,0,-4,2,6,7,4,2,2,3,-4,0,-4,3,4,8,0,60
1348,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1349,1,5,2,3,3,-4,1,40000,1,6,6,5,2,3,3,-4,1,44000,1,6,6,2080,2120
1350,2,1,4,0,2,1,1,3000,2,3,8,1,3,0,2,1,1,23400,2,2,6,2098,2243
1351,1,4,4,2,2,-4,1,20000,2,5,6,4,4,2,2,-4,1,25000,1,4,8,2434,1480
1352,1,1,4,0,3,2,1,32000,2,6,8,1,4,0,3,2,1,43000,1,6,6,2318,2249
1353,1,4,3,2,1,1,1,35000,1,6,8,4,3,2,1,1,1,30000,1,6,8,2460,2246
1354,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1355,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1356,2,1,4,0,3,2,1,35000,1,3,6,1,4,0,3,2,1,35000,2,6,6,2330,2120
1357,2,6,4,4,3,2,1,47000,3,6,8,6,4,4,3,2,1,50400,1,5,7,2840,2650
1358,2,6,5,4,8,2,1,62000,1,4,9,11,5,4,4,2,1,60000,1,6,8,2120,3180
1359,1,6,4,4,2,-4,1,19000,3,3,6,6,1,4,2,-4,1,31000,2,6,6,2623,2675
1360,1,6,2,4,2,-4,1,40000,2,6,7,6,1,4,2,-4,1,26000,3,6,6,2340,2465
1361,1,6,2,4,1,-4,0,40000,3,6,8,6,2,4,1,-4,0,60000,2,6,8,2370,2650
1362,2,10,4,2,3,2,0,4000,3,6,5,4,3,2,7,2,1,35000,1,6,5,2080,2310
1363,1,6,5,4,3,1,1,-4,2,6,5,6,5,4,3,1,1,10000,3,6,6,390,2150
1364,1,10,5,2,1,1,1,30000,3,4,4,4,5,2,1,1,1,40000,2,6,6,1940,2730
1365,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,405,-4
1366,1,4,3,2,3,1,0,130254,4,6,6,4,3,2,3,1,0,146002,3,6,6,3120,2940
1367,1,6,2,4,3,-4,2,40000,2,6,6,6,2,4,3,-4,2,47000,2,6,7,2080,2120
1368,2,3,4,2,2,1,1,-2,3,6,8,3,4,2,2,1,1,-2,2,6,8,2160,2546
1369,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
1370,2,6,3,4,2,-4,1,42000,2,6,7,6,2,4,2,-4,1,36000,1,6,7,2080,2120
1371,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2120
